date,matchup,team,name,stat,raw_avg,tc_proj,actual,diff,result,minutes,source
2026-07-03,DAL@CON,DAL,Paige Bueckers,PTS,15.0,15.0,25,10.0,HIT,37,daily_pipeline_fallback
2026-07-03,DAL@CON,DAL,Costanza Verona,PTS,16.7,16.7,0.0,-16.7,MISS,0,daily_pipeline_fallback
