sport,game,player,team,combo_type,line,actual,offset,hit
WNBA,ATL@CHI,Naz Hillmon,ATL,PRA,20.5,23,-2.5,True
WNBA,ATL@CHI,Naz Hillmon,ATL,PRA,22.5,23,0.0,True
WNBA,ATL@CHI,Naz Hillmon,ATL,PRA,25.5,23,2.5,False
WNBA,ATL@CHI,Naz Hillmon,ATL,PR,20.5,23,-2.5,True
WNBA,ATL@CHI,Naz Hillmon,ATL,PR,22.5,23,0.0,True
WNBA,ATL@CHI,Naz Hillmon,ATL,PR,25.5,23,2.5,False
WNBA,ATL@CHI,Naz Hillmon,ATL,PA,20.5,23,-2.5,True
WNBA,ATL@CHI,Naz Hillmon,ATL,PA,22.5,23,0.0,True
WNBA,ATL@CHI,Naz Hillmon,ATL,PA,25.5,23,2.5,False
WNBA,ATL@CHI,Angel Reese,ATL,PRA,35.5,38,-2.5,True
WNBA,ATL@CHI,Angel Reese,ATL,PRA,38.5,38,0.0,False
WNBA,ATL@CHI,Angel Reese,ATL,PRA,40.5,38,2.5,False
WNBA,ATL@CHI,Angel Reese,ATL,PR,35.5,38,-2.5,True
WNBA,ATL@CHI,Angel Reese,ATL,PR,38.5,38,0.0,False
WNBA,ATL@CHI,Angel Reese,ATL,PR,40.5,38,2.5,False
WNBA,ATL@CHI,Angel Reese,ATL,PA,35.5,38,-2.5,True
WNBA,ATL@CHI,Angel Reese,ATL,PA,38.5,38,0.0,False
WNBA,ATL@CHI,Angel Reese,ATL,PA,40.5,38,2.5,False
WNBA,ATL@CHI,Allisha Gray,ATL,PRA,16.5,19,-2.5,True
WNBA,ATL@CHI,Allisha Gray,ATL,PRA,18.5,19,0.0,True
WNBA,ATL@CHI,Allisha Gray,ATL,PRA,21.5,19,2.5,False
WNBA,ATL@CHI,Allisha Gray,ATL,PR,16.5,19,-2.5,True
WNBA,ATL@CHI,Allisha Gray,ATL,PR,18.5,19,0.0,True
WNBA,ATL@CHI,Allisha Gray,ATL,PR,21.5,19,2.5,False
WNBA,ATL@CHI,Allisha Gray,ATL,PA,16.5,19,-2.5,True
WNBA,ATL@CHI,Allisha Gray,ATL,PA,18.5,19,0.0,True
WNBA,ATL@CHI,Allisha Gray,ATL,PA,21.5,19,2.5,False
WNBA,ATL@CHI,Jordin Canada,ATL,PRA,18.5,21,-2.5,True
WNBA,ATL@CHI,Jordin Canada,ATL,PRA,20.5,21,0.0,True
WNBA,ATL@CHI,Jordin Canada,ATL,PRA,23.5,21,2.5,False
WNBA,ATL@CHI,Jordin Canada,ATL,PR,18.5,21,-2.5,True
WNBA,ATL@CHI,Jordin Canada,ATL,PR,20.5,21,0.0,True
WNBA,ATL@CHI,Jordin Canada,ATL,PR,23.5,21,2.5,False
WNBA,ATL@CHI,Jordin Canada,ATL,PA,18.5,21,-2.5,True
WNBA,ATL@CHI,Jordin Canada,ATL,PA,20.5,21,0.0,True
WNBA,ATL@CHI,Jordin Canada,ATL,PA,23.5,21,2.5,False
WNBA,ATL@CHI,Rhyne Howard,ATL,PRA,22.5,25,-2.5,True
WNBA,ATL@CHI,Rhyne Howard,ATL,PRA,24.5,25,0.0,True
WNBA,ATL@CHI,Rhyne Howard,ATL,PRA,27.5,25,2.5,False
WNBA,ATL@CHI,Rhyne Howard,ATL,PR,22.5,25,-2.5,True
WNBA,ATL@CHI,Rhyne Howard,ATL,PR,24.5,25,0.0,True
WNBA,ATL@CHI,Rhyne Howard,ATL,PR,27.5,25,2.5,False
WNBA,ATL@CHI,Rhyne Howard,ATL,PA,22.5,25,-2.5,True
WNBA,ATL@CHI,Rhyne Howard,ATL,PA,24.5,25,0.0,True
WNBA,ATL@CHI,Rhyne Howard,ATL,PA,27.5,25,2.5,False
WNBA,ATL@CHI,Azura Stevens,CHI,PRA,12.5,15,-2.5,True
WNBA,ATL@CHI,Azura Stevens,CHI,PRA,14.5,15,0.0,True
WNBA,ATL@CHI,Azura Stevens,CHI,PRA,17.5,15,2.5,False
WNBA,ATL@CHI,Azura Stevens,CHI,PR,12.5,15,-2.5,True
WNBA,ATL@CHI,Azura Stevens,CHI,PR,14.5,15,0.0,True
WNBA,ATL@CHI,Azura Stevens,CHI,PR,17.5,15,2.5,False
WNBA,ATL@CHI,Azura Stevens,CHI,PA,12.5,15,-2.5,True
WNBA,ATL@CHI,Azura Stevens,CHI,PA,14.5,15,0.0,True
WNBA,ATL@CHI,Azura Stevens,CHI,PA,17.5,15,2.5,False
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PRA,17.5,20,-2.5,True
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PRA,20.5,20,0.0,False
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PRA,22.5,20,2.5,False
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PR,17.5,20,-2.5,True
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PR,20.5,20,0.0,False
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PR,22.5,20,2.5,False
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PA,17.5,20,-2.5,True
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PA,20.5,20,0.0,False
WNBA,ATL@CHI,Kamilla Cardoso,CHI,PA,22.5,20,2.5,False
WNBA,ATL@CHI,Skylar Diggins,CHI,PRA,20.5,23,-2.5,True
WNBA,ATL@CHI,Skylar Diggins,CHI,PRA,22.5,23,0.0,True
WNBA,ATL@CHI,Skylar Diggins,CHI,PRA,25.5,23,2.5,False
WNBA,ATL@CHI,Skylar Diggins,CHI,PR,20.5,23,-2.5,True
WNBA,ATL@CHI,Skylar Diggins,CHI,PR,22.5,23,0.0,True
WNBA,ATL@CHI,Skylar Diggins,CHI,PR,25.5,23,2.5,False
WNBA,ATL@CHI,Skylar Diggins,CHI,PA,20.5,23,-2.5,True
WNBA,ATL@CHI,Skylar Diggins,CHI,PA,22.5,23,0.0,True
WNBA,ATL@CHI,Skylar Diggins,CHI,PA,25.5,23,2.5,False
WNBA,ATL@CHI,Jacy Sheldon,CHI,PRA,6.5,9,-2.5,True
WNBA,ATL@CHI,Jacy Sheldon,CHI,PRA,8.5,9,0.0,True
WNBA,ATL@CHI,Jacy Sheldon,CHI,PRA,11.5,9,2.5,False
WNBA,ATL@CHI,Jacy Sheldon,CHI,PR,6.5,9,-2.5,True
WNBA,ATL@CHI,Jacy Sheldon,CHI,PR,8.5,9,0.0,True
WNBA,ATL@CHI,Jacy Sheldon,CHI,PR,11.5,9,2.5,False
WNBA,ATL@CHI,Jacy Sheldon,CHI,PA,6.5,9,-2.5,True
WNBA,ATL@CHI,Jacy Sheldon,CHI,PA,8.5,9,0.0,True
WNBA,ATL@CHI,Jacy Sheldon,CHI,PA,11.5,9,2.5,False
WNBA,ATL@CHI,Natasha Cloud,CHI,PRA,25.5,28,-2.5,True
WNBA,ATL@CHI,Natasha Cloud,CHI,PRA,28.5,28,0.0,False
WNBA,ATL@CHI,Natasha Cloud,CHI,PRA,30.5,28,2.5,False
WNBA,ATL@CHI,Natasha Cloud,CHI,PR,25.5,28,-2.5,True
WNBA,ATL@CHI,Natasha Cloud,CHI,PR,28.5,28,0.0,False
WNBA,ATL@CHI,Natasha Cloud,CHI,PR,30.5,28,2.5,False
WNBA,ATL@CHI,Natasha Cloud,CHI,PA,25.5,28,-2.5,True
WNBA,ATL@CHI,Natasha Cloud,CHI,PA,28.5,28,0.0,False
WNBA,ATL@CHI,Natasha Cloud,CHI,PA,30.5,28,2.5,False
WNBA,DAL@MIN,Alysha Clark,DAL,PRA,-1.5,1,-2.5,True
WNBA,DAL@MIN,Alysha Clark,DAL,PRA,0.5,1,0.0,True
WNBA,DAL@MIN,Alysha Clark,DAL,PRA,3.5,1,2.5,False
WNBA,DAL@MIN,Alysha Clark,DAL,PR,-1.5,1,-2.5,True
WNBA,DAL@MIN,Alysha Clark,DAL,PR,0.5,1,0.0,True
WNBA,DAL@MIN,Alysha Clark,DAL,PR,3.5,1,2.5,False
WNBA,DAL@MIN,Alysha Clark,DAL,PA,-1.5,1,-2.5,True
WNBA,DAL@MIN,Alysha Clark,DAL,PA,0.5,1,0.0,True
WNBA,DAL@MIN,Alysha Clark,DAL,PA,3.5,1,2.5,False
WNBA,DAL@MIN,Li Yueru,DAL,PRA,1.5,4,-2.5,True
WNBA,DAL@MIN,Li Yueru,DAL,PRA,4.5,4,0.0,False
WNBA,DAL@MIN,Li Yueru,DAL,PRA,6.5,4,2.5,False
WNBA,DAL@MIN,Li Yueru,DAL,PR,1.5,4,-2.5,True
WNBA,DAL@MIN,Li Yueru,DAL,PR,4.5,4,0.0,False
WNBA,DAL@MIN,Li Yueru,DAL,PR,6.5,4,2.5,False
WNBA,DAL@MIN,Li Yueru,DAL,PA,1.5,4,-2.5,True
WNBA,DAL@MIN,Li Yueru,DAL,PA,4.5,4,0.0,False
WNBA,DAL@MIN,Li Yueru,DAL,PA,6.5,4,2.5,False
WNBA,DAL@MIN,Aziaha James,DAL,PRA,11.5,14,-2.5,True
WNBA,DAL@MIN,Aziaha James,DAL,PRA,14.5,14,0.0,False
WNBA,DAL@MIN,Aziaha James,DAL,PRA,16.5,14,2.5,False
WNBA,DAL@MIN,Aziaha James,DAL,PR,11.5,14,-2.5,True
WNBA,DAL@MIN,Aziaha James,DAL,PR,14.5,14,0.0,False
WNBA,DAL@MIN,Aziaha James,DAL,PR,16.5,14,2.5,False
WNBA,DAL@MIN,Aziaha James,DAL,PA,11.5,14,-2.5,True
WNBA,DAL@MIN,Aziaha James,DAL,PA,14.5,14,0.0,False
WNBA,DAL@MIN,Aziaha James,DAL,PA,16.5,14,2.5,False
WNBA,DAL@MIN,JJ Quinerly,DAL,PRA,0.5,3,-2.5,True
WNBA,DAL@MIN,JJ Quinerly,DAL,PRA,2.5,3,0.0,True
WNBA,DAL@MIN,JJ Quinerly,DAL,PRA,5.5,3,2.5,False
WNBA,DAL@MIN,JJ Quinerly,DAL,PR,0.5,3,-2.5,True
WNBA,DAL@MIN,JJ Quinerly,DAL,PR,2.5,3,0.0,True
WNBA,DAL@MIN,JJ Quinerly,DAL,PR,5.5,3,2.5,False
WNBA,DAL@MIN,JJ Quinerly,DAL,PA,0.5,3,-2.5,True
WNBA,DAL@MIN,JJ Quinerly,DAL,PA,2.5,3,0.0,True
WNBA,DAL@MIN,JJ Quinerly,DAL,PA,5.5,3,2.5,False
WNBA,DAL@MIN,Costanza Verona,DAL,PRA,3.5,6,-2.5,True
WNBA,DAL@MIN,Costanza Verona,DAL,PRA,6.5,6,0.0,False
WNBA,DAL@MIN,Costanza Verona,DAL,PRA,8.5,6,2.5,False
WNBA,DAL@MIN,Costanza Verona,DAL,PR,3.5,6,-2.5,True
WNBA,DAL@MIN,Costanza Verona,DAL,PR,6.5,6,0.0,False
WNBA,DAL@MIN,Costanza Verona,DAL,PR,8.5,6,2.5,False
WNBA,DAL@MIN,Costanza Verona,DAL,PA,3.5,6,-2.5,True
WNBA,DAL@MIN,Costanza Verona,DAL,PA,6.5,6,0.0,False
WNBA,DAL@MIN,Costanza Verona,DAL,PA,8.5,6,2.5,False
WNBA,DAL@MIN,Courtney Williams,MIN,PRA,23.5,26,-2.5,True
WNBA,DAL@MIN,Courtney Williams,MIN,PRA,26.5,26,0.0,False
WNBA,DAL@MIN,Courtney Williams,MIN,PRA,28.5,26,2.5,False
WNBA,DAL@MIN,Courtney Williams,MIN,PR,23.5,26,-2.5,True
WNBA,DAL@MIN,Courtney Williams,MIN,PR,26.5,26,0.0,False
WNBA,DAL@MIN,Courtney Williams,MIN,PR,28.5,26,2.5,False
WNBA,DAL@MIN,Courtney Williams,MIN,PA,23.5,26,-2.5,True
WNBA,DAL@MIN,Courtney Williams,MIN,PA,26.5,26,0.0,False
WNBA,DAL@MIN,Courtney Williams,MIN,PA,28.5,26,2.5,False
WNBA,DAL@MIN,Antonia Delaere,MIN,PRA,2.5,5,-2.5,True
WNBA,DAL@MIN,Antonia Delaere,MIN,PRA,4.5,5,0.0,True
WNBA,DAL@MIN,Antonia Delaere,MIN,PRA,7.5,5,2.5,False
WNBA,DAL@MIN,Antonia Delaere,MIN,PR,2.5,5,-2.5,True
WNBA,DAL@MIN,Antonia Delaere,MIN,PR,4.5,5,0.0,True
WNBA,DAL@MIN,Antonia Delaere,MIN,PR,7.5,5,2.5,False
WNBA,DAL@MIN,Antonia Delaere,MIN,PA,2.5,5,-2.5,True
WNBA,DAL@MIN,Antonia Delaere,MIN,PA,4.5,5,0.0,True
WNBA,DAL@MIN,Antonia Delaere,MIN,PA,7.5,5,2.5,False
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PRA,10.5,13,-2.5,True
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PRA,12.5,13,0.0,True
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PRA,15.5,13,2.5,False
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PR,10.5,13,-2.5,True
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PR,12.5,13,0.0,True
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PR,15.5,13,2.5,False
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PA,10.5,13,-2.5,True
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PA,12.5,13,0.0,True
WNBA,DAL@MIN,Anastasiia Olairi Kosu,MIN,PA,15.5,13,2.5,False
WNBA,DAL@MIN,Teaira McCowan,MIN,PRA,-1.5,1,-2.5,True
WNBA,DAL@MIN,Teaira McCowan,MIN,PRA,0.5,1,0.0,True
WNBA,DAL@MIN,Teaira McCowan,MIN,PRA,3.5,1,2.5,False
WNBA,DAL@MIN,Teaira McCowan,MIN,PR,-1.5,1,-2.5,True
WNBA,DAL@MIN,Teaira McCowan,MIN,PR,0.5,1,0.0,True
WNBA,DAL@MIN,Teaira McCowan,MIN,PR,3.5,1,2.5,False
WNBA,DAL@MIN,Teaira McCowan,MIN,PA,-1.5,1,-2.5,True
WNBA,DAL@MIN,Teaira McCowan,MIN,PA,0.5,1,0.0,True
WNBA,DAL@MIN,Teaira McCowan,MIN,PA,3.5,1,2.5,False
WNBA,DAL@MIN,Maya Caldwell,MIN,PRA,2.5,5,-2.5,True
WNBA,DAL@MIN,Maya Caldwell,MIN,PRA,4.5,5,0.0,True
WNBA,DAL@MIN,Maya Caldwell,MIN,PRA,7.5,5,2.5,False
WNBA,DAL@MIN,Maya Caldwell,MIN,PR,2.5,5,-2.5,True
WNBA,DAL@MIN,Maya Caldwell,MIN,PR,4.5,5,0.0,True
WNBA,DAL@MIN,Maya Caldwell,MIN,PR,7.5,5,2.5,False
WNBA,DAL@MIN,Maya Caldwell,MIN,PA,2.5,5,-2.5,True
WNBA,DAL@MIN,Maya Caldwell,MIN,PA,4.5,5,0.0,True
WNBA,DAL@MIN,Maya Caldwell,MIN,PA,7.5,5,2.5,False
WNBA,PHX@GS,Alyssa Thomas,PHX,PRA,36.5,39,-2.5,True
WNBA,PHX@GS,Alyssa Thomas,PHX,PRA,38.5,39,0.0,True
WNBA,PHX@GS,Alyssa Thomas,PHX,PRA,41.5,39,2.5,False
WNBA,PHX@GS,Alyssa Thomas,PHX,PR,36.5,39,-2.5,True
WNBA,PHX@GS,Alyssa Thomas,PHX,PR,38.5,39,0.0,True
WNBA,PHX@GS,Alyssa Thomas,PHX,PR,41.5,39,2.5,False
WNBA,PHX@GS,Alyssa Thomas,PHX,PA,36.5,39,-2.5,True
WNBA,PHX@GS,Alyssa Thomas,PHX,PA,38.5,39,0.0,True
WNBA,PHX@GS,Alyssa Thomas,PHX,PA,41.5,39,2.5,False
WNBA,PHX@GS,Natasha Mack,PHX,PRA,17.5,20,-2.5,True
WNBA,PHX@GS,Natasha Mack,PHX,PRA,20.5,20,0.0,False
WNBA,PHX@GS,Natasha Mack,PHX,PRA,22.5,20,2.5,False
WNBA,PHX@GS,Natasha Mack,PHX,PR,17.5,20,-2.5,True
WNBA,PHX@GS,Natasha Mack,PHX,PR,20.5,20,0.0,False
WNBA,PHX@GS,Natasha Mack,PHX,PR,22.5,20,2.5,False
WNBA,PHX@GS,Natasha Mack,PHX,PA,17.5,20,-2.5,True
WNBA,PHX@GS,Natasha Mack,PHX,PA,20.5,20,0.0,False
WNBA,PHX@GS,Natasha Mack,PHX,PA,22.5,20,2.5,False
WNBA,PHX@GS,Kahleah Copper,PHX,PRA,11.5,14,-2.5,True
WNBA,PHX@GS,Kahleah Copper,PHX,PRA,14.5,14,0.0,False
WNBA,PHX@GS,Kahleah Copper,PHX,PRA,16.5,14,2.5,False
WNBA,PHX@GS,Kahleah Copper,PHX,PR,11.5,14,-2.5,True
WNBA,PHX@GS,Kahleah Copper,PHX,PR,14.5,14,0.0,False
WNBA,PHX@GS,Kahleah Copper,PHX,PR,16.5,14,2.5,False
WNBA,PHX@GS,Kahleah Copper,PHX,PA,11.5,14,-2.5,True
WNBA,PHX@GS,Kahleah Copper,PHX,PA,14.5,14,0.0,False
WNBA,PHX@GS,Kahleah Copper,PHX,PA,16.5,14,2.5,False
WNBA,PHX@GS,Monique Akoa Makani,PHX,PRA,22.5,25,-2.5,True
WNBA,PHX@GS,Monique Akoa Makani,PHX,PRA,24.5,25,0.0,True
WNBA,PHX@GS,Monique Akoa Makani,PHX,PRA,27.5,25,2.5,False
WNBA,PHX@GS,Monique Akoa Makani,PHX,PR,22.5,25,-2.5,True
WNBA,PHX@GS,Monique Akoa Makani,PHX,PR,24.5,25,0.0,True
WNBA,PHX@GS,Monique Akoa Makani,PHX,PR,27.5,25,2.5,False
WNBA,PHX@GS,Monique Akoa Makani,PHX,PA,22.5,25,-2.5,True
WNBA,PHX@GS,Monique Akoa Makani,PHX,PA,24.5,25,0.0,True
WNBA,PHX@GS,Monique Akoa Makani,PHX,PA,27.5,25,2.5,False
WNBA,PHX@GS,DeWanna Bonner,PHX,PRA,4.5,7,-2.5,True
WNBA,PHX@GS,DeWanna Bonner,PHX,PRA,6.5,7,0.0,True
WNBA,PHX@GS,DeWanna Bonner,PHX,PRA,9.5,7,2.5,False
WNBA,PHX@GS,DeWanna Bonner,PHX,PR,4.5,7,-2.5,True
WNBA,PHX@GS,DeWanna Bonner,PHX,PR,6.5,7,0.0,True
WNBA,PHX@GS,DeWanna Bonner,PHX,PR,9.5,7,2.5,False
WNBA,PHX@GS,DeWanna Bonner,PHX,PA,4.5,7,-2.5,True
WNBA,PHX@GS,DeWanna Bonner,PHX,PA,6.5,7,0.0,True
WNBA,PHX@GS,DeWanna Bonner,PHX,PA,9.5,7,2.5,False
WNBA,PHX@GS,Kayla Thornton,GS,PRA,15.5,18,-2.5,True
WNBA,PHX@GS,Kayla Thornton,GS,PRA,18.5,18,0.0,False
WNBA,PHX@GS,Kayla Thornton,GS,PRA,20.5,18,2.5,False
WNBA,PHX@GS,Kayla Thornton,GS,PR,15.5,18,-2.5,True
WNBA,PHX@GS,Kayla Thornton,GS,PR,18.5,18,0.0,False
WNBA,PHX@GS,Kayla Thornton,GS,PR,20.5,18,2.5,False
WNBA,PHX@GS,Kayla Thornton,GS,PA,15.5,18,-2.5,True
WNBA,PHX@GS,Kayla Thornton,GS,PA,18.5,18,0.0,False
WNBA,PHX@GS,Kayla Thornton,GS,PA,20.5,18,2.5,False
WNBA,PHX@GS,Gabby Williams,GS,PRA,27.5,30,-2.5,True
WNBA,PHX@GS,Gabby Williams,GS,PRA,30.5,30,0.0,False
WNBA,PHX@GS,Gabby Williams,GS,PRA,32.5,30,2.5,False
WNBA,PHX@GS,Gabby Williams,GS,PR,27.5,30,-2.5,True
WNBA,PHX@GS,Gabby Williams,GS,PR,30.5,30,0.0,False
WNBA,PHX@GS,Gabby Williams,GS,PR,32.5,30,2.5,False
WNBA,PHX@GS,Gabby Williams,GS,PA,27.5,30,-2.5,True
WNBA,PHX@GS,Gabby Williams,GS,PA,30.5,30,0.0,False
WNBA,PHX@GS,Gabby Williams,GS,PA,32.5,30,2.5,False
WNBA,PHX@GS,Veronica Burton,GS,PRA,33.5,36,-2.5,True
WNBA,PHX@GS,Veronica Burton,GS,PRA,36.5,36,0.0,False
WNBA,PHX@GS,Veronica Burton,GS,PRA,38.5,36,2.5,False
WNBA,PHX@GS,Veronica Burton,GS,PR,33.5,36,-2.5,True
WNBA,PHX@GS,Veronica Burton,GS,PR,36.5,36,0.0,False
WNBA,PHX@GS,Veronica Burton,GS,PR,38.5,36,2.5,False
WNBA,PHX@GS,Veronica Burton,GS,PA,33.5,36,-2.5,True
WNBA,PHX@GS,Veronica Burton,GS,PA,36.5,36,0.0,False
WNBA,PHX@GS,Veronica Burton,GS,PA,38.5,36,2.5,False
WNBA,PHX@GS,Janelle Salaun,GS,PRA,13.5,16,-2.5,True
WNBA,PHX@GS,Janelle Salaun,GS,PRA,16.5,16,0.0,False
WNBA,PHX@GS,Janelle Salaun,GS,PRA,18.5,16,2.5,False
WNBA,PHX@GS,Janelle Salaun,GS,PR,13.5,16,-2.5,True
WNBA,PHX@GS,Janelle Salaun,GS,PR,16.5,16,0.0,False
WNBA,PHX@GS,Janelle Salaun,GS,PR,18.5,16,2.5,False
WNBA,PHX@GS,Janelle Salaun,GS,PA,13.5,16,-2.5,True
WNBA,PHX@GS,Janelle Salaun,GS,PA,16.5,16,0.0,False
WNBA,PHX@GS,Janelle Salaun,GS,PA,18.5,16,2.5,False
WNBA,PHX@GS,Kaila Charles,GS,PRA,7.5,10,-2.5,True
WNBA,PHX@GS,Kaila Charles,GS,PRA,10.5,10,0.0,False
WNBA,PHX@GS,Kaila Charles,GS,PRA,12.5,10,2.5,False
WNBA,PHX@GS,Kaila Charles,GS,PR,7.5,10,-2.5,True
WNBA,PHX@GS,Kaila Charles,GS,PR,10.5,10,0.0,False
WNBA,PHX@GS,Kaila Charles,GS,PR,12.5,10,2.5,False
WNBA,PHX@GS,Kaila Charles,GS,PA,7.5,10,-2.5,True
WNBA,PHX@GS,Kaila Charles,GS,PA,10.5,10,0.0,False
WNBA,PHX@GS,Kaila Charles,GS,PA,12.5,10,2.5,False
WNBA,NY@CON,Breanna Stewart,NY,PRA,37.5,40,-2.5,True
WNBA,NY@CON,Breanna Stewart,NY,PRA,40.5,40,0.0,False
WNBA,NY@CON,Breanna Stewart,NY,PRA,42.5,40,2.5,False
WNBA,NY@CON,Breanna Stewart,NY,PR,37.5,40,-2.5,True
WNBA,NY@CON,Breanna Stewart,NY,PR,40.5,40,0.0,False
WNBA,NY@CON,Breanna Stewart,NY,PR,42.5,40,2.5,False
WNBA,NY@CON,Breanna Stewart,NY,PA,37.5,40,-2.5,True
WNBA,NY@CON,Breanna Stewart,NY,PA,40.5,40,0.0,False
WNBA,NY@CON,Breanna Stewart,NY,PA,42.5,40,2.5,False
WNBA,NY@CON,Leonie Fiebich,NY,PRA,10.5,13,-2.5,True
WNBA,NY@CON,Leonie Fiebich,NY,PRA,12.5,13,0.0,True
WNBA,NY@CON,Leonie Fiebich,NY,PRA,15.5,13,2.5,False
WNBA,NY@CON,Leonie Fiebich,NY,PR,10.5,13,-2.5,True
WNBA,NY@CON,Leonie Fiebich,NY,PR,12.5,13,0.0,True
WNBA,NY@CON,Leonie Fiebich,NY,PR,15.5,13,2.5,False
