espn_event_id,date,home_abbr,home_name,home_score,away_abbr,away_name,away_score,status,venue
760480,2026-06-27,CRO,Croatia,2,GHA,Ghana,1,STATUS_FULL_TIME,Lincoln Financial Field
760485,2026-06-27,PAN,Panama,0,ENG,England,2,STATUS_FULL_TIME,MetLife Stadium
760481,2026-06-27,COL,Colombia,0,POR,Portugal,0,STATUS_FULL_TIME,Hard Rock Stadium
760482,2026-06-27,COD,Congo DR,3,UZB,Uzbekistan,1,STATUS_FULL_TIME,Mercedes-Benz Stadium
760484,2026-06-28,ALG,Algeria,3,AUT,Austria,3,STATUS_FULL_TIME,GEHA Field at Arrowhead Stadium
760483,2026-06-28,JOR,Jordan,1,ARG,Argentina,3,STATUS_FULL_TIME,AT&T Stadium
760486,2026-06-28,RSA,South Africa,0,CAN,Canada,1,STATUS_FULL_TIME,SoFi Stadium
760487,2026-06-29,BRA,Brazil,2,JPN,Japan,1,STATUS_FULL_TIME,NRG Stadium
