espn_event_id,date,match,player_id,player_name,jersey,position,starter,team,home_away,totalGoals,goalAssists,totalShots,shotsOnTarget,foulsCommitted,foulsSuffered,yellowCards,redCards,ownGoals,saves,shotsFaced,appearances,subIns
760480,2026-06-27,GHA@CRO,187946,Dominik Livakovic,1,G,True,CRO,home,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,255650,Marin Pongracic,3,CD-L,True,CRO,home,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,305552,Josip Sutalo,6,CD-R,True,CRO,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,103485,Ivan Perisic,14,LB,True,CRO,home,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,276329,Josip Stanisic,2,RB,True,CRO,home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,341494,Petar Sucic,17,AM,True,CRO,home,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,154595,Mateo Kovacic,8,LM,True,CRO,home,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,76762,Luka Modric,10,RM,True,CRO,home,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,207288,Ante Budimir,11,F,True,CRO,home,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,311475,Martin Baturina,16,AM-L,True,CRO,home,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0,0.0,1.0,0.0
760480,2026-06-27,GHA@CRO,206378,Nikola Vlasic,13,AM-R,True,CRO,home,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
