2026-06-13,NBA,NYK@SAS,NYK,Karl-Anthony Towns,START,ACTIVE,PTS,OVER,,13.5,11,2.5,2,22.8,live_roster_api,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Jalen Brunson,START,ACTIVE,PTS,OVER,13.5,15.9,13,2.9,2,29.5,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Jalen Brunson,START,ACTIVE,STL,OVER,0.5,1.1,0,1.1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Josh Hart,START,ACTIVE,3PM,OVER,1.5,1.1,0,1.1,0.8,1.3,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Josh Hart,START,ACTIVE,STL,OVER,1.5,1,0,1,0.8,1.8,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Jeremy Sochan,BENCH,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,0.6,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Jose Alvarado,BENCH,ACTIVE,3PM,OVER,0.5,1.1,0,1.1,0.8,1.4,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Miles McBride,BENCH,ACTIVE,3PM,OVER,0.5,1.1,0,1.1,0.8,1.4,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Tyler Kolek,BENCH,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,0.6,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,NYK,Mohamed Diawara,BENCH,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,0.7,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,De'Aaron Fox,START,ACTIVE,STL,OVER,1.5,0.9,0,0.9,0.8,1.4,live_roster_api,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Victor Wembanyama,START,ACTIVE,REB,OVER,5.5,5.5,4,1.5,1.5,9.8,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Victor Wembanyama,START,ACTIVE,STL,OVER,1.5,0.8,0,0.8,0.8,1.2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Stephon Castle,START,ACTIVE,PTS,OVER,7.5,11.3,9,2.3,2,16.6,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Stephon Castle,START,ACTIVE,3PM,OVER,0.5,1,0,1,0.8,1.2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Harrison Barnes,START,ACTIVE,3PM,OVER,,1.1,0,1.1,0.8,1.5,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Keldon Johnson,BENCH,ACTIVE,3PM,OVER,0.5,1.1,0,1.1,0.8,1.5,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Dylan Harper,BENCH,ACTIVE,3PM,OVER,1.5,0.9,0,0.9,0.8,0.9,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Julian Champagnie,BENCH,ACTIVE,STL,OVER,0.5,0.8,0,0.8,0.8,1.2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Kelly Olynyk,BENCH,ACTIVE,3PM,OVER,,1,0,1,0.8,1.1,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Lindy Waters III,BENCH,ACTIVE,3PM,OVER,,1,0,1,0.8,1.2,live_roster_api,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Jordan McLaughlin,BENCH,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,0.6,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,NBA,NYK@SAS,SAS,Carter Bryant,BENCH,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,0.7,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,IND@CON,IND,Kelsey Mitchell,START,ACTIVE,3PM,OVER,,1.1,0,1.1,0.8,2.4,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,IND@CON,IND,Kelsey Mitchell,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,IND@CON,IND,Sophie Cunningham,START,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,1.4,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,IND@CON,IND,Makayla Timpson,BENCH,ACTIVE,BLK,OVER,,0.8,0,0.8,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,IND@CON,CON,Saniya Rivers,START,ACTIVE,BLK,OVER,,0.8,0,0.8,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,IND@CON,CON,Aneesah Morrow,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,MIN,Kayla McBride,START,ACTIVE,3PM,OVER,,1,0,1,0.8,1.9,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,MIN,Courtney Williams,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,MIN,Natasha Howard,START,ACTIVE,PTS,OVER,,12.3,10,2.3,2,27,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,MIN,Natasha Howard,START,ACTIVE,BLK,OVER,,0.8,0,0.8,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,MIN,Nia Coffey,BENCH,ACTIVE,BLK,OVER,,0.8,0,0.8,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,MIN,Anastasiia Olairi Kosu,BENCH,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,LV,A'ja Wilson,START,ACTIVE,BLK,OVER,,0.8,0,0.8,0.8,2,live_roster_api,,PENDING
2026-06-13,WNBA,MIN@LV,LV,Jackie Young,START,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,1.3,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,MIN@LV,LV,Jewell Loyd,START,ACTIVE,3PM,OVER,,0.9,0,0.9,0.8,1.8,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,DAL,Arike Ogunbowale,START,ACTIVE,PTS,OVER,15.5,13.2,11,2.2,2,30,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,DAL,Arike Ogunbowale,START,ACTIVE,3PM,OVER,,1.1,0,1.1,0.8,2.4,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,DAL,Jessica Shepard,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,DAL,Azzi Fudd,START,ACTIVE,3PM,OVER,,0.9,0,0.9,0.8,1.6,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,DAL,Azzi Fudd,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,POR,Bridget Carleton,START,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,1.3,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,DAL@POR,POR,Emily Engstler,START,ACTIVE,STL,OVER,,0.8,0,0.8,0.8,1.6,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Nneka Ogwumike,START,ACTIVE,PTS,OVER,,10.2,8,2.2,2,20,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Nneka Ogwumike,START,ACTIVE,REB,OVER,,6.8,5,1.8,1.5,17,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Nneka Ogwumike,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Kelsey Plum,START,ACTIVE,3PM,OVER,,1,0,1,0.8,2.1,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Dearica Hamby,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Ariel Atkins,START,ACTIVE,3PM,OVER,,0.9,0,0.9,0.8,1.7,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,LA,Kate Martin,BENCH,ACTIVE,BLK,OVER,,0.8,0,0.8,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,DeWanna Bonner,START,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,1.2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,DeWanna Bonner,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,DeWanna Bonner,START,ACTIVE,BLK,OVER,,1,0,1,0.8,3,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,Alyssa Thomas,START,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,Monique Akoa Makani,START,ACTIVE,3PM,OVER,,0.8,0,0.8,0.8,1.2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,Jovana Nogic,BENCH,ACTIVE,3PM,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
2026-06-13,WNBA,LA@PHX,PHX,Jovana Nogic,BENCH,ACTIVE,STL,OVER,,1,0,1,0.8,2,live_roster_api+gamelogs_5g_rolling,,PENDING
