matchup,status,home,away,book,player,stat,line,over_price,fetched_at
FRA @ NOR,Full Time,France,Norway,self-edge,Aurélien Tchouaméni,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Brice Samba,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Ibrahima Konaté,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Jean-Philippe Mateta,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Digne,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Lucas Hernández,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maghnes Akliouche,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Malo Gusto,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Manu Koné,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Marcus Thuram,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Maxence Lacroix,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Mike Maignan,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,N'Golo Kanté,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Rayan Cherki,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Robin Risser,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,Warren Zaïre-Emery,corners,4,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,shots,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,passes,35,-110,2026-06-27T01:01:20.367950+00:00
FRA @ NOR,Full Time,France,Norway,self-edge,William Saliba,corners,4,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,El Hadji Malick Diouf,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Lamine Camara,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Pape Gueye,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Idrissa Gueye,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Nicolas Jackson,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Nicolas Jackson,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Sadio Mané,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Sadio Mané,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismaïla Sarr,shots,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Habib Diarra,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ibrahim Mbaye,goals,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ibrahim Mbaye,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ibrahim Mbaye,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Iliman Ndiaye,assists,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Abdoulaye Seck,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Antoine Mendy,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Assane Diao,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bamba Dieng,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Bara Sapoko Ndiaye,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Cherif Ndiaye,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Ismail Jakobs,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,shots,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,passes,30,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Kalidou Koulibaly,corners,3,-110,2026-06-27T01:01:20.367950+00:00
IRQ @ SEN,Full Time,Iraq,Senegal,self-edge,Krépin Diatta,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
