matchup,status,home,away,book,player,stat,line,over_price,fetched_at
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Boxall,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Boxall,passes,15,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Boxall,corners,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Woud,shots,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Woud,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Woud,passes,15,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Michael Woud,corners,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,shots,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,passes,40,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Mike Penders,corners,4,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nando Pijnaker,shots,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nando Pijnaker,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nando Pijnaker,passes,15,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nando Pijnaker,corners,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,shots,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,passes,40,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Nicolas Raskin,corners,4,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,shots,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,passes,40,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Senne Lammens,corners,4,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,shots,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,tackles,2,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,cards,0.5,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,passes,40,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Thibaut Courtois,corners,4,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tommy Smith,shots,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tommy Smith,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tommy Smith,passes,15,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tommy Smith,corners,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tyler Bindon,shots,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tyler Bindon,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tyler Bindon,passes,15,-110,2026-06-27T01:01:20.367950+00:00
BEL @ NZL,Scheduled,Belgium,New Zealand,self-edge,Tyler Bindon,corners,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Abdul Mumin,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Abdul Mumin,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Abdul Mumin,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Abdul Mumin,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Abdul Mumin,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Alidu Seidu,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Alidu Seidu,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Alidu Seidu,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Alidu Seidu,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Alidu Seidu,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Andrej Kramaric,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Andrej Kramaric,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Andrej Kramaric,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Andrej Kramaric,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Andrej Kramaric,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Andrej Kramaric,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ante Budimir,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ante Budimir,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ante Budimir,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ante Budimir,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ante Budimir,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ante Budimir,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Antoine Semenyo,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Antoine Semenyo,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Antoine Semenyo,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Antoine Semenyo,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Antoine Semenyo,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Augustine Boakye,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Augustine Boakye,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Augustine Boakye,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Augustine Boakye,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Augustine Boakye,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Baba Rahman,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Baba Rahman,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Baba Rahman,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Baba Rahman,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Baba Rahman,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Benjamin Asare,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Benjamin Asare,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Benjamin Asare,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Benjamin Asare,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Benjamin Asare,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Brandon Thomas-Asante,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Brandon Thomas-Asante,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Brandon Thomas-Asante,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Brandon Thomas-Asante,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Brandon Thomas-Asante,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Caleb Yirenkyi,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Caleb Yirenkyi,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Caleb Yirenkyi,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Caleb Yirenkyi,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Caleb Yirenkyi,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Christopher Bonsu Baah,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Christopher Bonsu Baah,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Christopher Bonsu Baah,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Christopher Bonsu Baah,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Christopher Bonsu Baah,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Derrick Luckassen,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Derrick Luckassen,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Derrick Luckassen,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Derrick Luckassen,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Derrick Luckassen,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Kotarski,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Kotarski,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Kotarski,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Kotarski,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Kotarski,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Kotarski,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Livakovic,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Livakovic,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Livakovic,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Livakovic,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Livakovic,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Dominik Livakovic,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Duje Caleta-Car,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Duje Caleta-Car,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Duje Caleta-Car,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Duje Caleta-Car,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Duje Caleta-Car,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Duje Caleta-Car,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Elisha Owusu,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Elisha Owusu,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Elisha Owusu,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Elisha Owusu,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Elisha Owusu,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ernest Nuamah,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ernest Nuamah,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ernest Nuamah,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ernest Nuamah,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ernest Nuamah,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Fatawu Issahaku,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Fatawu Issahaku,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Fatawu Issahaku,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Fatawu Issahaku,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Fatawu Issahaku,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Gideon Mensah,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Gideon Mensah,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Gideon Mensah,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Gideon Mensah,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Gideon Mensah,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Igor Matanovic,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Igor Matanovic,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Igor Matanovic,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Igor Matanovic,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Igor Matanovic,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Igor Matanovic,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivan Perisic,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivan Perisic,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivan Perisic,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivan Perisic,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivan Perisic,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivan Perisic,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivor Pandur,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivor Pandur,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivor Pandur,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivor Pandur,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivor Pandur,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Ivor Pandur,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Iñaki Williams,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Iñaki Williams,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Iñaki Williams,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Iñaki Williams,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Iñaki Williams,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jerome Opoku,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jerome Opoku,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jerome Opoku,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jerome Opoku,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jerome Opoku,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jonas Adjetey,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jonas Adjetey,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jonas Adjetey,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jonas Adjetey,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jonas Adjetey,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jordan Ayew,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jordan Ayew,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jordan Ayew,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jordan Ayew,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Jordan Ayew,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Joseph Anang,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Joseph Anang,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Joseph Anang,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Joseph Anang,passes,15,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Joseph Anang,corners,2,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Stanisic,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Stanisic,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Stanisic,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Stanisic,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Stanisic,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Stanisic,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Sutalo,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Sutalo,shots,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Sutalo,fouls,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Sutalo,tackles,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Sutalo,passes,30,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josip Sutalo,corners,3,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josko Gvardiol,shots_on_target,1,-110,2026-06-27T01:01:20.367950+00:00
GHA @ CRO,Scheduled,Ghana,Croatia,self-edge,Josko Gvardiol,shots,1,-110,2026-06-27T01:01:20.367950+00:00
