matchup,status,home,away,book,player,stat,line,over_price,fetched_at
JOR @ AUT,Full Time,Jordan,Austria,none,,,,,2026-06-17T23:02:39.436886+00:00
COD @ POR,Full Time,Congo DR,Portugal,none,,,,,2026-06-17T23:02:39.436886+00:00
CRO @ ENG,Full Time,Croatia,England,none,,,,,2026-06-17T23:02:39.436886+00:00
PAN @ GHA,First Half,Panama,Ghana,none,,,,,2026-06-17T23:02:39.436886+00:00
COL @ UZB,Scheduled,Colombia,Uzbekistan,none,,,,,2026-06-17T23:02:39.436886+00:00
