date,league,matchup,team,player,role,status,stat,direction,market_line,tc_projection,tc_target,edge,threshold,raw_average,source,actual,result
2026-07-09,WNBA,SEA@ATL,,TOTAL,GAME,ACTIVE,TOTAL,N/A,168.5,,,,,,ESPN DraftKings embedded,,PENDING
2026-07-09,WNBA,IND@PHX,,TOTAL,GAME,ACTIVE,TOTAL,N/A,171.5,,,,,,ESPN DraftKings embedded,,PENDING
2026-07-09,WNBA,LV@POR,LV,A'ja Wilson,START,ACTIVE,PTS,OVER,17.5,20.0,17.5,2.5,2.0,20.0,ESPN Core API (self-edge),,PENDING
2026-07-09,WNBA,LV@POR,LV,Chennedy Carter,BENCH,ACTIVE,PTS,OVER,16.0,18.1,16.0,2.1,2.0,18.1,ESPN Core API (self-edge),,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Bryce Elder,,ACTIVE,hits_allowed,OVER,0.8,8.5,,7.7,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,PIT,Mitch Keller,,ACTIVE,hits_allowed,OVER,0.8,6.1,,5.3,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Bryce Elder,,ACTIVE,earned_runs,OVER,0.3,5.3,,5,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,PIT,Mitch Keller,,ACTIVE,earned_runs,OVER,0.3,4.5,,4.2,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,PIT,Rafael Flores Jr.,,ACTIVE,total_bases,OVER,0.2,2.5,,2.3,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Drake Baldwin,,ACTIVE,total_bases,OVER,0.2,2.3,,2.1,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Tyler Callihan,,ACTIVE,total_bases,OVER,0.2,2,,1.8,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Brandon Lowe,,ACTIVE,total_bases,OVER,0.2,1.8,,1.6,,,sdio_lines,3.0,H
2026-07-09,MLB,ATL@PIT,ATL,Matt Olson,,ACTIVE,total_bases,OVER,0.3,1.8,,1.5,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Ozzie Albies,,ACTIVE,total_bases,OVER,0.2,1.6,,1.4,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Michael Harris II,,ACTIVE,total_bases,OVER,0.3,1.7,,1.4,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Ryan O'Hearn,,ACTIVE,total_bases,OVER,0.2,1.6,,1.4,,,sdio_lines,10.0,H
2026-07-09,MLB,ATL@PIT,PIT,Mitch Keller,,ACTIVE,strikeouts,OVER,0.6,1.9,,1.3,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,PIT,Bryan Reynolds,,ACTIVE,total_bases,OVER,0.2,1.4,,1.2,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,ATL,Dominic Smith,,ACTIVE,total_bases,OVER,0.2,1.3,,1.1,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Nick Gonzales,,ACTIVE,total_bases,OVER,0.2,1.2,,1,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Bryan Reynolds,,ACTIVE,hits,OVER,0.2,1.1,,0.9,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Jake Mangum,,ACTIVE,hits,OVER,0.2,1.1,,0.9,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,PIT,Jake Mangum,,ACTIVE,total_bases,OVER,0.2,1.1,,0.9,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Austin Riley,,ACTIVE,total_bases,OVER,0.2,1,,0.8,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,ATL,Matt Olson,,ACTIVE,hits,OVER,0.2,1,,0.8,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Ozzie Albies,,ACTIVE,hits,OVER,0.2,1,,0.8,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Michael Harris II,,ACTIVE,hits,OVER,0.2,1,,0.8,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,ATL,Mike Yastrzemski,,ACTIVE,total_bases,OVER,0.2,0.9,,0.7,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Drake Baldwin,,ACTIVE,rbi,OVER,0.1,0.8,,0.7,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,ATL,Drake Baldwin,,ACTIVE,runs,OVER,0.1,0.8,,0.7,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Tyler Callihan,,ACTIVE,hits,OVER,0.1,0.8,,0.7,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Rafael Flores Jr.,,ACTIVE,hits,OVER,0.1,0.8,,0.7,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,PIT,Rafael Flores Jr.,,ACTIVE,rbi,OVER,0.1,0.8,,0.7,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,PIT,Rafael Flores Jr.,,ACTIVE,runs,OVER,0.1,0.8,,0.7,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Michael Harris II,,ACTIVE,runs,OVER,0.1,0.7,,0.6,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Drake Baldwin,,ACTIVE,hits,OVER,0.2,0.8,,0.6,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Esmerlyn Valdez,,ACTIVE,total_bases,OVER,0.2,0.8,,0.6,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,PIT,Jared Triolo,,ACTIVE,hits,OVER,0.1,0.7,,0.6,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,PIT,Tyler Callihan,,ACTIVE,runs,OVER,0.1,0.7,,0.6,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Bryce Elder,,ACTIVE,strikeouts,OVER,0.6,1.1,,0.5,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Matt Olson,,ACTIVE,rbi,OVER,0.1,0.6,,0.5,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,ATL,Matt Olson,,ACTIVE,runs,OVER,0.1,0.6,,0.5,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,ATL,Ozzie Albies,,ACTIVE,runs,OVER,0.1,0.6,,0.5,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,ATL,Mike Yastrzemski,,ACTIVE,hits,OVER,0.1,0.6,,0.5,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,PIT,Jared Triolo,,ACTIVE,total_bases,OVER,0.2,0.7,,0.5,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,PIT,Brandon Lowe,,ACTIVE,rbi,OVER,0.1,0.6,,0.5,,,sdio_lines,1.0,H
2026-07-09,MLB,ATL@PIT,PIT,Ryan O'Hearn,,ACTIVE,hits,OVER,0.2,0.7,,0.5,,,sdio_lines,4.0,H
2026-07-09,MLB,ATL@PIT,PIT,Tyler Callihan,,ACTIVE,rbi,OVER,0.1,0.6,,0.5,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Bryan Reynolds,,ACTIVE,runs,OVER,0.1,0.5,,0.4,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Nick Gonzales,,ACTIVE,hits,OVER,0.2,0.6,,0.4,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Nick Gonzales,,ACTIVE,runs,OVER,0.1,0.5,,0.4,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,ATL,Austin Riley,,ACTIVE,hits,OVER,0.1,0.4,,0.3,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Bryan Reynolds,,ACTIVE,rbi,OVER,0.1,0.4,,0.3,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Jake Mangum,,ACTIVE,rbi,OVER,0.1,0.4,,0.3,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Brandon Lowe,,ACTIVE,hits,OVER,0.2,0.5,,0.3,,,sdio_lines,3.0,H
2026-07-09,MLB,ATL@PIT,PIT,Brandon Lowe,,ACTIVE,runs,OVER,0.1,0.4,,0.3,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,ATL,Dominic Smith,,ACTIVE,hits,OVER,0.2,0.4,,0.2,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,ATL,Dominic Smith,,ACTIVE,rbi,OVER,0.1,0.3,,0.2,,,sdio_lines,0.0,M
2026-07-09,MLB,ATL@PIT,PIT,Jake Mangum,,ACTIVE,runs,OVER,0.1,0.2,,0.1,,,sdio_lines,2.0,H
2026-07-09,MLB,ATL@PIT,PIT,Ryan O'Hearn,,ACTIVE,rbi,OVER,0.1,0.2,,0.1,,,sdio_lines,10.0,H
2026-07-09,MLB,ATL@PIT,ATL,Austin Riley,,ACTIVE,strikeouts,UNDER,0.2,0,,0,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Austin Riley,,ACTIVE,rbi,UNDER,0.1,0,,0,,,sdio_lines,0.0,H
2026-07-09,MLB,ATL@PIT,ATL,Austin Riley,,ACTIVE,runs,UNDER,0.1,0,,0,,,sdio_lines,1.0,M
2026-07-09,MLB,ATL@PIT,ATL,Matt Olson,,ACTIVE,strikeouts,UNDER,0.2,0,,0,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Ozzie Albies,,ACTIVE,strikeouts,UNDER,0.1,0,,0,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Ozzie Albies,,ACTIVE,rbi,UNDER,0.1,0.1,,0,,,sdio_lines,1.0,M
2026-07-09,MLB,ATL@PIT,ATL,Michael Harris II,,ACTIVE,strikeouts,UNDER,0.1,0,,0,,,sdio_lines,,PENDING
2026-07-09,MLB,ATL@PIT,ATL,Michael Harris II,,ACTIVE,rbi,UNDER,0.1,0.1,,0,,,sdio_lines,0.0,H
2026-07-09,MLB,ATL@PIT,ATL,Mike Yastrzemski,,ACTIVE,strikeouts,UNDER,0.1,0,,0,,,sdio_lines,,PENDING
