date,league,matchup,team,player,role,status,stat,direction,market_line,tc_projection,tc_target,edge,threshold,raw_average,source,actual,result
2026-06-27,MLB,WSH@BAL,BAL,Kyle Bradish,,ACTIVE,strikeouts,UNDER,12.9,2.7,,-10.2,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Kyle Bradish,,ACTIVE,hits_allowed,UNDER,10.9,3.7,,-7.2,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,WSH,Zack Littell,,ACTIVE,hits_allowed,UNDER,10.9,4.5,,-6.4,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Kyle Bradish,,ACTIVE,earned_runs,UNDER,5,0.5,,-4.5,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Pete Alonso,,ACTIVE,total_bases,UNDER,5,1.5,,-3.5,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Gunnar Henderson,,ACTIVE,total_bases,UNDER,5,1.5,,-3.5,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,WSH,Zack Littell,,ACTIVE,strikeouts,UNDER,6.9,3.5,,-3.4,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,WSH,Zack Littell,,ACTIVE,earned_runs,UNDER,5,2.1,,-2.9,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Blaze Alexander,,ACTIVE,total_bases,UNDER,3,0.5,,-2.5,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Leody Taveras,,ACTIVE,hits,UNDER,3,0.6,,-2.4,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Gunnar Henderson,,ACTIVE,hits,UNDER,3,0.7,,-2.3,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,WSH,Dylan Crews,,ACTIVE,total_bases,UNDER,3,0.8,,-2.2,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Colton Cowser,,ACTIVE,total_bases,UNDER,3,0.8,,-2.2,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Samuel Basallo,,ACTIVE,hits,UNDER,3,0.8,,-2.2,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Taylor Ward,,ACTIVE,hits,UNDER,3,1,,-2,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Taylor Ward,,ACTIVE,total_bases,UNDER,3,1.2,,-1.8,,,sdio_lines,,PENDING
2026-06-27,MLB,WSH@BAL,BAL,Leody Taveras,,ACTIVE,total_bases,UNDER,3,1.2,,-1.8,,,sdio_lines,,PENDING
