player,league,matchup,stat,direction,tc_projection,market_line,edge,true_probability,confidence,alert_level,why,generated
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,2.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,2.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,3.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,3.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,4.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,3.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,4.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
Unknown,UNKNOWN,,passes,OVER,0.0,0.0,2.0,0.95,95.0,STRONG,,2026-07-18T01:35:37.498048-04:00
