date,league,matchup,player,team,stat,direction,tc_projection,actual,result
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,grosvenor,totals,Under,-155,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,leovegas,h2h,Cape Verde,140,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,leovegas,h2h,Saudi Arabia,165,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,leovegas,h2h,Draw,200,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,leovegas,totals,Over,110,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,leovegas,totals,Under,-159,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betrivers,h2h,Cape Verde,148,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betrivers,h2h,Saudi Arabia,185,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betrivers,h2h,Draw,215,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betrivers,totals,Over,115,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betrivers,totals,Under,-150,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,livescorebet,h2h,Cape Verde,155,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,livescorebet,h2h,Saudi Arabia,180,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_se,h2h,Cape Verde,148,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_se,h2h,Draw,215,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_se,totals,Over,115,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_se,totals,Under,-150,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,draftkings,h2h,Cape Verde,160,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,draftkings,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,mybookieag,h2h,Cape Verde,140,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,mybookieag,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,mybookieag,spreads,Cape Verde,140,-0.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,mybookieag,spreads,Saudi Arabia,-200,0.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,mybookieag,totals,Over,110,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,mybookieag,totals,Under,-143,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,everygame,h2h,Cape Verde,150,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,everygame,h2h,Saudi Arabia,175,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,everygame,h2h,Draw,250,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,sport888,h2h,Cape Verde,130,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,sport888,h2h,Saudi Arabia,180,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,sport888,h2h,Draw,210,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,boylesports,h2h,Cape Verde,155,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,boylesports,h2h,Draw,210,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,coral,h2h,Saudi Arabia,170,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,ladbrokes_uk,h2h,Saudi Arabia,170,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,ladbrokes_uk,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,h2h,Cape Verde,160,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,h2h,Saudi Arabia,180,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,spreads,Cape Verde,-122,0.0,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,spreads,Saudi Arabia,102,0.0,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,totals,Over,122,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,bovada,totals,Under,-148,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betclic_fr,h2h,Cape Verde,145,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betclic_fr,h2h,Saudi Arabia,155,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betclic_fr,h2h,Draw,210,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,lowvig,h2h,Cape Verde,139,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,lowvig,h2h,Saudi Arabia,194,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,lowvig,h2h,Draw,267,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,pmu_fr,h2h,Cape Verde,148,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,pmu_fr,h2h,Saudi Arabia,185,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,pmu_fr,h2h,Draw,215,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,pmu_fr,totals,Over,108,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,pmu_fr,totals,Under,-162,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betmgm,h2h,Saudi Arabia,170,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betmgm,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betmgm,totals,Over,115,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_eu,h2h,Cape Verde,158,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_eu,h2h,Saudi Arabia,192,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_eu,h2h_lay,Cape Verde,162,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_eu,h2h_lay,Saudi Arabia,196,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_uk,h2h,Cape Verde,158,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_uk,h2h,Saudi Arabia,194,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_uk,h2h,Draw,260,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_uk,h2h_lay,Cape Verde,160,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_uk,h2h_lay,Saudi Arabia,198,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betfair_ex_uk,h2h_lay,Draw,265,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,h2h,Cape Verde,160,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,h2h,Saudi Arabia,190,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,h2h,Draw,255,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,h2h_lay,Cape Verde,166,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,h2h_lay,Saudi Arabia,194,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,h2h_lay,Draw,260,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,spreads,Cape Verde,162,-0.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,spreads,Saudi Arabia,-167,0.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,totals,Over,134,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,matchbook,totals,Under,-143,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betway,h2h,Cape Verde,140,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betway,h2h,Saudi Arabia,170,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betway,h2h,Draw,240,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,onexbet,h2h,Cape Verde,147,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,onexbet,h2h,Saudi Arabia,204,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,onexbet,totals,Over,118,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,onexbet,totals,Under,-138,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,williamhill_us,h2h,Cape Verde,150,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,williamhill_us,h2h,Saudi Arabia,175,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betus,spreads,Cape Verde,-125,0.0,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betus,spreads,Saudi Arabia,105,0.0,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,fanatics,h2h,Cape Verde,175,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,fanatics,h2h,Saudi Arabia,160,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,fanatics,h2h,Draw,230,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,codere_it,h2h,Cape Verde,160,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,codere_it,h2h,Saudi Arabia,175,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,codere_it,h2h,Draw,235,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betvictor,h2h,Saudi Arabia,180,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betvictor,h2h,Draw,220,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,nordicbet,h2h,Cape Verde,158,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,nordicbet,h2h,Saudi Arabia,168,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,nordicbet,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,nordicbet,totals,Over,105,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,nordicbet,totals,Under,-143,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betsson,h2h,Cape Verde,158,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betsson,h2h,Saudi Arabia,168,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betsson,h2h,Draw,225,,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betsson,totals,Over,105,2.5,2026-06-27T00:03:23.98973+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,betsson,totals,Under,-143,2.5,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,skybet,h2h,Spain,-149,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,skybet,h2h,Draw,240,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,tipico_de,h2h,Spain,-143,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,tipico_de,h2h,Uruguay,450,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,tipico_de,h2h,Draw,240,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_uk,h2h,Uruguay,400,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_uk,h2h,Draw,260,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,coolbet,h2h,Spain,-133,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,coolbet,h2h,Uruguay,400,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,coolbet,h2h,Draw,275,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,coolbet,totals,Over,100,2.5,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,coolbet,totals,Under,-125,2.5,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,winamax_fr,h2h,Uruguay,350,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,winamax_fr,h2h,Draw,240,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,smarkets,h2h,Uruguay,500,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,smarkets,h2h,Draw,275,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,smarkets,h2h_lay,Spain,-135,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,smarkets,h2h_lay,Uruguay,560,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,smarkets,h2h_lay,Draw,300,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,fanduel,h2h,Spain,-160,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,fanduel,h2h,Uruguay,460,,2026-06-27T00:03:23.98973+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,fanduel,h2h,Draw,250,,2026-06-27T00:03:23.98973+00:00
