date,league,matchup,player,team,stat,direction,tc_projection,actual,result
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,spreads,Connecticut Sun,-120,4.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,spreads,Washington Mystics,-110,-4.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,totals,Over,100,158.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,totals,Under,-132,158.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,h2h,Connecticut Sun,165,,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,h2h,Washington Mystics,-215,,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,spreads,Connecticut Sun,-110,4.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,spreads,Washington Mystics,-120,-4.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,totals,Over,-115,158.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,totals,Under,-115,158.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,h2h,Connecticut Sun,160,,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,h2h,Washington Mystics,-210,,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,spreads,Connecticut Sun,-105,4.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,spreads,Washington Mystics,-120,-4.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,totals,Over,-118,188.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,totals,Under,-110,188.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,bovada,h2h,Connecticut Sun,185,,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,bovada,h2h,Washington Mystics,-250,,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,bovada,spreads,Connecticut Sun,-115,5.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,bovada,spreads,Washington Mystics,-115,-5.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,bovada,totals,Over,-115,161.5,2026-06-27T00:00:31.639255+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,bovada,totals,Under,-115,161.5,2026-06-27T00:00:31.639255+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanduel,h2h,Chicago Sky,-1200,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanduel,h2h,Portland Fire,630,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanduel,spreads,Chicago Sky,-104,-13.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanduel,spreads,Portland Fire,-128,13.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanduel,totals,Over,-104,175.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanduel,totals,Under,-128,175.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanatics,h2h,Chicago Sky,-950,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanatics,h2h,Portland Fire,550,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanatics,spreads,Chicago Sky,-115,-12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanatics,spreads,Portland Fire,-115,12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanatics,totals,Over,-120,175.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,fanatics,totals,Under,-110,175.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,draftkings,h2h,Chicago Sky,-1150,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,draftkings,h2h,Portland Fire,650,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,draftkings,spreads,Chicago Sky,-110,-12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,draftkings,spreads,Portland Fire,-120,12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,draftkings,totals,Over,-120,175.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,draftkings,totals,Under,-110,175.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betmgm,h2h,Chicago Sky,-650,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betmgm,h2h,Portland Fire,400,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betmgm,spreads,Chicago Sky,-115,-11.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betmgm,spreads,Portland Fire,-110,11.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betmgm,totals,Over,-115,173.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betrivers,h2h,Chicago Sky,-910,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betrivers,h2h,Portland Fire,460,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betrivers,spreads,Chicago Sky,-120,-12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betrivers,spreads,Portland Fire,-122,12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betrivers,totals,Over,-127,174.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,betrivers,totals,Under,-115,174.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,bovada,h2h,Chicago Sky,-900,,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,bovada,spreads,Chicago Sky,-120,-12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,bovada,spreads,Portland Fire,-110,12.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,bovada,totals,Over,-115,174.5,2026-06-26T23:58:26.707186+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:33:08+00:00,bovada,totals,Under,-115,174.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,h2h,Connecticut Sun,122,,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,h2h,Washington Mystics,-156,,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,spreads,Connecticut Sun,-125,3.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,fanduel,spreads,Washington Mystics,-106,-3.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,h2h,Connecticut Sun,135,,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,h2h,Washington Mystics,-175,,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,spreads,Connecticut Sun,-120,3.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,spreads,Washington Mystics,-110,-3.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,totals,Over,-120,160.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,draftkings,totals,Under,-110,160.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,h2h,Connecticut Sun,125,,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,h2h,Washington Mystics,-165,,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,spreads,Connecticut Sun,-118,3.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,spreads,Washington Mystics,-110,-3.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,totals,Over,-110,187.5,2026-06-26T23:58:26.707186+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:22+00:00,betmgm,totals,Under,-118,187.5,2026-06-26T23:58:26.707186+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_assists,Jordin Canada Over,-146,5.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_assists,Jordin Canada Under,110,5.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_assists,Angel Reese Over,-132,2.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_assists,Angel Reese Under,102,2.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_assists,Gabby Williams Over,-118,2.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_assists,Gabby Williams Under,-110,2.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanatics,player_double_double,Rhyne Howard Yes,2800,,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanatics,player_double_double,Veronica Burton Yes,1050,,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_double_double,Kayla Thornton Yes,1200,,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_double_double,Naz Hillmon Yes,1800,,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Cecilia Zandalasini Over,-108,9.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Naz Hillmon Over,104,8.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Jordin Canada Over,-114,10.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Jordin Canada Under,-114,10.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Rhyne Howard Over,-120,17.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Allisha Gray Over,100,18.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points,Allisha Gray Under,-130,18.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Cecilia Zandalasini Over,-130,8.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Angel Reese Over,123,14.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Cecilia Zandalasini Over,106,9.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Rhyne Howard Over,115,19.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Jordin Canada Over,-137,10.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Naz Hillmon Over,102,8.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Rhyne Howard Over,-143,17.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Angel Reese Over,-150,12.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Kayla Thornton Over,-155,8.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Janelle Salaun Over,-118,9.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Janelle Salaun Over,114,10.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Gabby Williams Over,-103,16.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Veronica Burton Over,-112,12.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Naz Hillmon Over,-143,7.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Veronica Burton Over,-152,11.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Veronica Burton Over,120,13.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Janelle Salaun Over,-165,8.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Jordin Canada Over,102,11.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Allisha Gray Over,-167,16.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Kayla Thornton Over,-110,9.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Allisha Gray Over,-127,17.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Gabby Williams Over,-134,15.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Allisha Gray Over,102,18.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Rhyne Howard Over,-112,18.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betrivers,player_points,Angel Reese Over,-113,13.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_points,Janelle Salaun Over,100,9.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_points,Janelle Salaun Under,-130,9.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_points,Jordin Canada Over,-120,10.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,betonlineag,player_points,Jordin Canada Under,-108,10.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Angel Reese Over,-118,27.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Angel Reese Under,-112,27.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Gabby Williams Over,-118,22.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Gabby Williams Under,-112,22.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Veronica Burton Over,-118,21.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Veronica Burton Under,-112,21.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Jordin Canada Over,-104,20.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Jordin Canada Under,-128,20.5,2026-06-26T23:58:00.7568+00:00
2aa029b6f16580a4239f7e91f62f69fa,basketball_wnba,Golden State Valkyries,Atlanta Dream,2026-06-27T02:10:00+00:00,fanduel,player_points_rebounds_assists,Allisha Gray Over,-130,23.5,2026-06-26T23:58:00.7568+00:00
