name,team,sport,stat,matchup,projection,line,edge,direction,reason
Jessica Shepard,DAL,wnba,PA,SPO_at_COOP,20.9,21.32,0.42,UNDER,Targeting Jessica Shepard UNDER 21.3 PA. Model projects 20.9 (0.42 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Rhyne Howard,ATL,wnba,PTS,SPO_at_COOP,17.3,16.95,0.53,OVER,Targeting Rhyne Howard OVER 16.9 PTS. Model projects 17.3 (0.35 edge). Recent trends and opponent weakness support this play. [WT:1.5]
Rhyne Howard,ATL,wnba,PRA,SPO_at_COOP,24.4,24.89,0.49,UNDER,Targeting Rhyne Howard UNDER 24.9 PRA. Model projects 24.4 (0.49 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Rhyne Howard,ATL,wnba,PR,SPO_at_COOP,21.6,21.17,0.43,OVER,Targeting Rhyne Howard OVER 21.2 PR. Model projects 21.6 (0.43 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Rhyne Howard,ATL,wnba,PA,SPO_at_COOP,20.1,20.5,0.4,UNDER,"Marginal +EV opportunity: Rhyne Howard is projected for 20.1 PA vs a line of 20.5, giving a UNDER edge of 0.40. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Jonquel Jones,NY,wnba,PTS,SPO_at_COOP,14.8,15.1,0.45,UNDER,Jonquel Jones shows UNDER value at 15.1 PTS. TC projection: 14.8 — edge: 0.30. Marginal conviction based on usage rate and defensive matchup. [WT:1.5]
Jonquel Jones,NY,wnba,PRA,SPO_at_COOP,27.8,27.24,0.56,OVER,Targeting Jonquel Jones OVER 27.2 PRA. Model projects 27.8 (0.56 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Jonquel Jones,NY,wnba,PR,SPO_at_COOP,24.9,24.4,0.5,OVER,"Marginal +EV opportunity: Jonquel Jones is projected for 24.9 PR vs a line of 24.4, giving a OVER edge of 0.50. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Jonquel Jones,NY,wnba,PA,SPO_at_COOP,17.6,17.25,0.35,OVER,Targeting Jonquel Jones OVER 17.2 PA. Model projects 17.6 (0.35 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Courtney Williams,MIN,wnba,PTS,SPO_at_COOP,14.6,14.89,0.44,UNDER,Courtney Williams shows UNDER value at 14.9 PTS. TC projection: 14.6 — edge: 0.29. Marginal conviction based on usage rate and defensive matchup. [WT:1.5]
Courtney Williams,MIN,wnba,PRA,SPO_at_COOP,25.1,24.6,0.5,OVER,"Marginal +EV opportunity: Courtney Williams is projected for 25.1 PRA vs a line of 24.6, giving a OVER edge of 0.50. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Courtney Williams,MIN,wnba,PR,SPO_at_COOP,21.0,21.42,0.42,UNDER,"Marginal +EV opportunity: Courtney Williams is projected for 21.0 PR vs a line of 21.4, giving a UNDER edge of 0.42. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Courtney Williams,MIN,wnba,PA,SPO_at_COOP,18.6,18.23,0.37,OVER,Targeting Courtney Williams OVER 18.2 PA. Model projects 18.6 (0.37 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Kiki Iriafen,WSH,wnba,PTS,SPO_at_COOP,12.4,12.15,0.38,OVER,Targeting Kiki Iriafen OVER 12.2 PTS. Model projects 12.4 (0.25 edge). Recent trends and opponent weakness support this play. [WT:1.5]
Kiki Iriafen,WSH,wnba,PRA,SPO_at_COOP,23.6,24.07,0.47,UNDER,Kiki Iriafen shows UNDER value at 24.1 PRA. TC projection: 23.6 — edge: 0.47. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Kiki Iriafen,WSH,wnba,PR,SPO_at_COOP,21.3,21.73,0.43,UNDER,"Marginal +EV opportunity: Kiki Iriafen is projected for 21.3 PR vs a line of 21.7, giving a UNDER edge of 0.43. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Nneka Ogwumike,LA,wnba,PTS,SPO_at_COOP,17.0,17.34,0.51,UNDER,"Marginal +EV opportunity: Nneka Ogwumike is projected for 17.0 PTS vs a line of 17.3, giving a UNDER edge of 0.34. Based on recent form, opponent matchup, and game context. [WT:1.5]"
Nneka Ogwumike,LA,wnba,PRA,SPO_at_COOP,29.7,30.29,0.59,UNDER,"Marginal +EV opportunity: Nneka Ogwumike is projected for 29.7 PRA vs a line of 30.3, giving a UNDER edge of 0.59. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Nneka Ogwumike,LA,wnba,PR,SPO_at_COOP,26.7,27.23,0.53,UNDER,"Marginal +EV opportunity: Nneka Ogwumike is projected for 26.7 PR vs a line of 27.2, giving a UNDER edge of 0.53. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Nneka Ogwumike,LA,wnba,PA,SPO_at_COOP,20.0,20.4,0.4,UNDER,Nneka Ogwumike shows UNDER value at 20.4 PA. TC projection: 20.0 — edge: 0.40. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Paige Bueckers,DAL,wnba,PTS,SPO_at_COOP,24.6,25.09,0.73,UNDER,"Marginal +EV opportunity: Paige Bueckers is projected for 24.6 PTS vs a line of 25.1, giving a UNDER edge of 0.49. Based on recent form, opponent matchup, and game context. [WT:1.5]"
Paige Bueckers,DAL,wnba,PRA,SPO_at_COOP,35.4,34.69,0.71,OVER,"Marginal +EV opportunity: Paige Bueckers is projected for 35.4 PRA vs a line of 34.7, giving a OVER edge of 0.71. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Paige Bueckers,DAL,wnba,PR,SPO_at_COOP,29.9,30.5,0.6,UNDER,Paige Bueckers shows UNDER value at 30.5 PR. TC projection: 29.9 — edge: 0.60. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Paige Bueckers,DAL,wnba,PA,SPO_at_COOP,30.1,30.7,0.6,UNDER,"Marginal +EV opportunity: Paige Bueckers is projected for 30.1 PA vs a line of 30.7, giving a UNDER edge of 0.60. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Breanna Stewart,NY,wnba,PTS,SPO_at_COOP,23.6,24.07,0.7,UNDER,Targeting Breanna Stewart UNDER 24.1 PTS. Model projects 23.6 (0.47 edge). Recent trends and opponent weakness support this play. [WT:1.5]
Breanna Stewart,NY,wnba,PRA,SPO_at_COOP,34.9,35.6,0.7,UNDER,Targeting Breanna Stewart UNDER 35.6 PRA. Model projects 34.9 (0.70 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Breanna Stewart,NY,wnba,PR,SPO_at_COOP,31.4,30.77,0.63,OVER,Breanna Stewart shows OVER value at 30.8 PR. TC projection: 31.4 — edge: 0.63. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Breanna Stewart,NY,wnba,PA,SPO_at_COOP,27.1,26.56,0.54,OVER,Breanna Stewart shows OVER value at 26.6 PA. TC projection: 27.1 — edge: 0.54. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Kelsey Mitchell,IND,wnba,PTS,SPO_at_COOP,25.9,25.38,0.78,OVER,Targeting Kelsey Mitchell OVER 25.4 PTS. Model projects 25.9 (0.52 edge). Recent trends and opponent weakness support this play. [WT:1.5]
Kelsey Mitchell,IND,wnba,PRA,SPO_at_COOP,31.3,31.93,0.63,UNDER,Kelsey Mitchell shows UNDER value at 31.9 PRA. TC projection: 31.3 — edge: 0.63. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Kelsey Mitchell,IND,wnba,PR,SPO_at_COOP,27.7,27.15,0.55,OVER,"Marginal +EV opportunity: Kelsey Mitchell is projected for 27.7 PR vs a line of 27.1, giving a OVER edge of 0.55. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Kelsey Mitchell,IND,wnba,PA,SPO_at_COOP,29.5,28.91,0.59,OVER,Targeting Kelsey Mitchell OVER 28.9 PA. Model projects 29.5 (0.59 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Natasha Howard,MIN,wnba,PTS,SPO_at_COOP,15.5,15.19,0.51,OVER,Natasha Howard shows OVER value at 15.2 PTS. TC projection: 15.5 — edge: 0.31. Marginal conviction based on usage rate and defensive matchup. [BOOST: 100% player] [WT:1.5]
Natasha Howard,MIN,wnba,PRA,SPO_at_COOP,26.8,26.26,0.59,OVER,Targeting Natasha Howard OVER 26.3 PRA. Model projects 26.8 (0.54 edge). Recent trends and opponent weakness support this play. [BOOST: 100% player] [WT:1.0]
Natasha Howard,MIN,wnba,PR,SPO_at_COOP,24.4,23.91,0.54,OVER,"Marginal +EV opportunity: Natasha Howard is projected for 24.4 PR vs a line of 23.9, giving a OVER edge of 0.49. Based on recent form, opponent matchup, and game context. [BOOST: 100% player] [WT:1.0]"
Natasha Howard,MIN,wnba,PA,SPO_at_COOP,17.9,18.26,0.4,UNDER,Targeting Natasha Howard UNDER 18.3 PA. Model projects 17.9 (0.36 edge). Recent trends and opponent weakness support this play. [BOOST: 100% player] [WT:1.0]
Angel Reese,ATL,wnba,PTS,SPO_at_COOP,15.6,15.91,0.47,UNDER,Targeting Angel Reese UNDER 15.9 PTS. Model projects 15.6 (0.31 edge). Recent trends and opponent weakness support this play. [WT:1.5]
Angel Reese,ATL,wnba,PRA,SPO_at_COOP,30.4,29.79,0.61,OVER,Angel Reese shows OVER value at 29.8 PRA. TC projection: 30.4 — edge: 0.61. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Angel Reese,ATL,wnba,PR,SPO_at_COOP,27.6,27.05,0.55,OVER,Targeting Angel Reese OVER 27.1 PR. Model projects 27.6 (0.55 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Angel Reese,ATL,wnba,PA,SPO_at_COOP,18.4,18.77,0.37,UNDER,Targeting Angel Reese UNDER 18.8 PA. Model projects 18.4 (0.37 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Marina Mabrey,TOR,wnba,PTS,SPO_at_COOP,22.3,22.75,0.74,UNDER,"Marginal +EV opportunity: Marina Mabrey is projected for 22.3 PTS vs a line of 22.8, giving a UNDER edge of 0.45. Based on recent form, opponent matchup, and game context. [BOOST: 100% player] [WT:1.5]"
Marina Mabrey,TOR,wnba,PRA,SPO_at_COOP,28.5,29.07,0.63,UNDER,Marina Mabrey shows UNDER value at 29.1 PRA. TC projection: 28.5 — edge: 0.57. Marginal conviction based on usage rate and defensive matchup. [BOOST: 100% player] [WT:1.0]
Marina Mabrey,TOR,wnba,PR,SPO_at_COOP,24.8,25.3,0.55,UNDER,Marina Mabrey shows UNDER value at 25.3 PR. TC projection: 24.8 — edge: 0.50. Marginal conviction based on usage rate and defensive matchup. [BOOST: 100% player] [WT:1.0]
Marina Mabrey,TOR,wnba,PA,SPO_at_COOP,26.0,25.48,0.57,OVER,Marina Mabrey shows OVER value at 25.5 PA. TC projection: 26.0 — edge: 0.52. Marginal conviction based on usage rate and defensive matchup. [BOOST: 100% player] [WT:1.0]
Dominique Malonga,SEA,wnba,PTS,SPO_at_COOP,15.9,15.58,0.48,OVER,"Marginal +EV opportunity: Dominique Malonga is projected for 15.9 PTS vs a line of 15.6, giving a OVER edge of 0.32. Based on recent form, opponent matchup, and game context. [WT:1.5]"
Dominique Malonga,SEA,wnba,PRA,SPO_at_COOP,25.5,26.01,0.51,UNDER,Dominique Malonga shows UNDER value at 26.0 PRA. TC projection: 25.5 — edge: 0.51. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Dominique Malonga,SEA,wnba,PR,SPO_at_COOP,24.0,23.52,0.48,OVER,"Marginal +EV opportunity: Dominique Malonga is projected for 24.0 PR vs a line of 23.5, giving a OVER edge of 0.48. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Kelsey Plum,LA,wnba,PTS,SPO_at_COOP,14.7,14.99,0.48,UNDER,"Marginal +EV opportunity: Kelsey Plum is projected for 14.7 PTS vs a line of 15.0, giving a UNDER edge of 0.29. Based on recent form, opponent matchup, and game context. [BOOST: 100% player] [WT:1.5]"
Kelsey Plum,LA,wnba,PRA,SPO_at_COOP,23.7,24.17,0.52,UNDER,Kelsey Plum shows UNDER value at 24.2 PRA. TC projection: 23.7 — edge: 0.47. Marginal conviction based on usage rate and defensive matchup. [BOOST: 100% player] [WT:1.0]
Kelsey Plum,LA,wnba,PA,SPO_at_COOP,21.0,21.42,0.46,UNDER,Kelsey Plum shows UNDER value at 21.4 PA. TC projection: 21.0 — edge: 0.42. Marginal conviction based on usage rate and defensive matchup. [BOOST: 100% player] [WT:1.0]
Jackie Young,LV,wnba,PTS,SPO_at_COOP,21.7,21.27,0.64,OVER,Jackie Young shows OVER value at 21.3 PTS. TC projection: 21.7 — edge: 0.43. Marginal conviction based on usage rate and defensive matchup. [WT:1.5]
Jackie Young,LV,wnba,PRA,SPO_at_COOP,33.7,34.37,0.67,UNDER,Jackie Young shows UNDER value at 34.4 PRA. TC projection: 33.7 — edge: 0.67. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Jackie Young,LV,wnba,PR,SPO_at_COOP,26.0,25.48,0.52,OVER,Targeting Jackie Young OVER 25.5 PR. Model projects 26.0 (0.52 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Jackie Young,LV,wnba,PA,SPO_at_COOP,29.4,29.99,0.59,UNDER,Targeting Jackie Young UNDER 30.0 PA. Model projects 29.4 (0.59 edge). Recent trends and opponent weakness support this play. [WT:1.0]
Sonia Citron,WSH,wnba,PTS,SPO_at_COOP,20.6,20.19,0.62,OVER,Targeting Sonia Citron OVER 20.2 PTS. Model projects 20.6 (0.41 edge). Recent trends and opponent weakness support this play. [WT:1.5]
Sonia Citron,WSH,wnba,PRA,SPO_at_COOP,28.4,27.83,0.57,OVER,Sonia Citron shows OVER value at 27.8 PRA. TC projection: 28.4 — edge: 0.57. Marginal conviction based on usage rate and defensive matchup. [WT:1.0]
Sonia Citron,WSH,wnba,PR,SPO_at_COOP,25.3,25.81,0.51,UNDER,"Marginal +EV opportunity: Sonia Citron is projected for 25.3 PR vs a line of 25.8, giving a UNDER edge of 0.51. Based on recent form, opponent matchup, and game context. [WT:1.0]"
Sonia Citron,WSH,wnba,PA,SPO_at_COOP,23.7,23.23,0.47,OVER,Targeting Sonia Citron OVER 23.2 PA. Model projects 23.7 (0.47 edge). Recent trends and opponent weakness support this play. [WT:1.0]
