name,team,sport,stat,matchup,projection,line,edge,direction,reason
Jose Ramirez,NYM,mlb,H,,1.12,1.02,0.10000000000000009,OVER,Jose Ramirez shows OVER value at 1.0 H. TC projection: 1.1 — edge: 0.10. Marginal conviction based on usage rate and defensive matchup.
Jose Ramirez,NYM,mlb,HR,,0.1,0.09,0.010000000000000009,OVER,"Marginal +EV opportunity: Jose Ramirez is projected for 0.1 HR vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Jose Ramirez,NYM,mlb,RBI,,0.56,0.51,0.050000000000000044,OVER,Targeting Jose Ramirez OVER 0.5 RBI. Model projects 0.6 (0.05 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,NYM,mlb,R,,0.61,0.56,0.04999999999999993,OVER,Targeting Jose Ramirez OVER 0.6 R. Model projects 0.6 (0.05 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,NYM,mlb,SB,,0.11,0.1,0.009999999999999995,OVER,"Marginal +EV opportunity: Jose Ramirez is projected for 0.1 SB vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Jose Ramirez,NYM,mlb,TB,,1.92,1.75,0.16999999999999993,OVER,Jose Ramirez shows OVER value at 1.8 TB. TC projection: 1.9 — edge: 0.17. Marginal conviction based on usage rate and defensive matchup.
Jose Ramirez,NYM,mlb,BB,,0.46,0.42,0.040000000000000036,OVER,Jose Ramirez shows OVER value at 0.4 BB. TC projection: 0.5 — edge: 0.04. Marginal conviction based on usage rate and defensive matchup.
Jose Ramirez,NYM,mlb,K,,0.8,0.73,0.07000000000000006,OVER,Targeting Jose Ramirez OVER 0.7 K. Model projects 0.8 (0.07 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,NYM,mlb,AVG,,0.238,0.22,0.017999999999999988,OVER,Jose Ramirez shows OVER value at 0.2 AVG. TC projection: 0.2 — edge: 0.02. Marginal conviction based on usage rate and defensive matchup.
Bryce Harper,NYM,mlb,H,,1.12,1.02,0.10000000000000009,OVER,Bryce Harper shows OVER value at 1.0 H. TC projection: 1.1 — edge: 0.10. Marginal conviction based on usage rate and defensive matchup.
Bryce Harper,NYM,mlb,HR,,0.11,0.1,0.009999999999999995,OVER,Bryce Harper shows OVER value at 0.1 HR. TC projection: 0.1 — edge: 0.01. Marginal conviction based on usage rate and defensive matchup.
Bryce Harper,NYM,mlb,RBI,,0.66,0.6,0.06000000000000005,OVER,Targeting Bryce Harper OVER 0.6 RBI. Model projects 0.7 (0.06 edge). Recent trends and opponent weakness support this play.
Bryce Harper,NYM,mlb,R,,0.59,0.54,0.04999999999999993,OVER,"Marginal +EV opportunity: Bryce Harper is projected for 0.6 R vs a line of 0.5, giving a OVER edge of 0.05. Based on recent form, opponent matchup, and game context."
Bryce Harper,NYM,mlb,SB,,0.13,0.12,0.010000000000000009,OVER,Targeting Bryce Harper OVER 0.1 SB. Model projects 0.1 (0.01 edge). Recent trends and opponent weakness support this play.
Bryce Harper,NYM,mlb,TB,,1.51,1.37,0.1399999999999999,OVER,Bryce Harper shows OVER value at 1.4 TB. TC projection: 1.5 — edge: 0.14. Marginal conviction based on usage rate and defensive matchup.
Bryce Harper,NYM,mlb,BB,,0.33,0.3,0.030000000000000027,OVER,"Marginal +EV opportunity: Bryce Harper is projected for 0.3 BB vs a line of 0.3, giving a OVER edge of 0.03. Based on recent form, opponent matchup, and game context."
Bryce Harper,NYM,mlb,K,,1.0,0.91,0.08999999999999997,OVER,Targeting Bryce Harper OVER 0.9 K. Model projects 1.0 (0.09 edge). Recent trends and opponent weakness support this play.
