name,team,sport,stat,matchup,projection,line,edge,direction,reason
Bryce Harper,PHI,mlb,H,ATH@ARI,0.99,0.0,0.99,OVER,Targeting Bryce Harper OVER 0.0 H. Model projects 1.0 (0.99 edge). Recent trends and opponent weakness support this play.
Bryce Harper,PHI,mlb,HR,ATH@ARI,0.1,0.0,0.1,OVER,"Marginal +EV opportunity: Bryce Harper is projected for 0.1 HR vs a line of 0.0, giving a OVER edge of 0.10. Based on recent form, opponent matchup, and game context."
Bryce Harper,PHI,mlb,RBI,ATH@ARI,0.59,0.0,0.59,OVER,Targeting Bryce Harper OVER 0.0 RBI. Model projects 0.6 (0.59 edge). Recent trends and opponent weakness support this play.
Bryce Harper,PHI,mlb,R,ATH@ARI,0.6,0.0,0.6,OVER,Bryce Harper shows OVER value at 0.0 R. TC projection: 0.6 — edge: 0.60. Marginal conviction based on usage rate and defensive matchup.
Bryce Harper,PHI,mlb,SB,ATH@ARI,0.11,0.0,0.11,OVER,Targeting Bryce Harper OVER 0.0 SB. Model projects 0.1 (0.11 edge). Recent trends and opponent weakness support this play.
Bryce Harper,PHI,mlb,TB,ATH@ARI,1.84,0.0,1.84,OVER,"Moderate +EV opportunity: Bryce Harper is projected for 1.8 TB vs a line of 0.0, giving a OVER edge of 1.84. Based on recent form, opponent matchup, and game context."
Bryce Harper,PHI,mlb,BB,ATH@ARI,0.44,0.0,0.44,OVER,Bryce Harper shows OVER value at 0.0 BB. TC projection: 0.4 — edge: 0.44. Marginal conviction based on usage rate and defensive matchup.
Bryce Harper,PHI,mlb,K,ATH@ARI,0.7,0.0,0.7,OVER,"Marginal +EV opportunity: Bryce Harper is projected for 0.7 K vs a line of 0.0, giving a OVER edge of 0.70. Based on recent form, opponent matchup, and game context."
Bryce Harper,PHI,mlb,AVG,ATH@ARI,0.252,0.0,0.252,OVER,Bryce Harper shows OVER value at 0.0 AVG. TC projection: 0.3 — edge: 0.25. Marginal conviction based on usage rate and defensive matchup.
Juan Soto,NYM,mlb,H,ATH@ARI,1.13,0.0,1.13,OVER,Targeting Juan Soto OVER 0.0 H. Model projects 1.1 (1.13 edge). Recent trends and opponent weakness support this play.
