name,team,sport,stat,matchup,projection,line,edge,direction,reason
1B  Vladimir Guerrero Jr.,Toronto Blue Jays,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.8,0.0,0.8,OVER,Targeting 1B  Vladimir Guerrero Jr. OVER 0.0 H. Model projects 0.8 (0.80 edge). Recent trends and opponent weakness support this play.
SS  Ezequiel Duran,Texas Rangers,mlb,H,Seattle_Mariners_at_Texas_Rangers,0.79,0.0,0.79,OVER,SS  Ezequiel Duran shows OVER value at 0.0 H. TC projection: 0.8 — edge: 0.79. Marginal conviction based on usage rate and defensive matchup.
3B  Miguel Vargas,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.78,0.0,0.78,OVER,Targeting 3B  Miguel Vargas OVER 0.0 H. Model projects 0.8 (0.78 edge). Recent trends and opponent weakness support this play.
RF  Jo Adell,Los Angeles Angels,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.78,0.0,0.78,OVER,Targeting RF  Jo Adell OVER 0.0 H. Model projects 0.8 (0.78 edge). Recent trends and opponent weakness support this play.
SS  Zach Neto,Los Angeles Angels,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.78,0.0,0.78,OVER,SS  Zach Neto shows OVER value at 0.0 H. TC projection: 0.8 — edge: 0.78. Marginal conviction based on usage rate and defensive matchup.
LF  Cody Bellinger,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.78,0.0,0.78,OVER,LF  Cody Bellinger shows OVER value at 0.0 H. TC projection: 0.8 — edge: 0.78. Marginal conviction based on usage rate and defensive matchup.
1B  Bryce Harper,Philadelphia Phillies,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.78,0.0,0.78,OVER,1B  Bryce Harper shows OVER value at 0.0 H. TC projection: 0.8 — edge: 0.78. Marginal conviction based on usage rate and defensive matchup.
SS  Willy Adames,San Francisco Giants,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.77,0.0,0.77,OVER,SS  Willy Adames shows OVER value at 0.0 H. TC projection: 0.8 — edge: 0.77. Marginal conviction based on usage rate and defensive matchup.
SS  Francisco Lindor,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.77,0.0,0.77,OVER,"Marginal +EV opportunity: SS  Francisco Lindor is projected for 0.8 H vs a line of 0.0, giving a OVER edge of 0.77. Based on recent form, opponent matchup, and game context."
2B  Bryson Stott,Philadelphia Phillies,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.77,0.0,0.77,OVER,Targeting 2B  Bryson Stott OVER 0.0 H. Model projects 0.8 (0.77 edge). Recent trends and opponent weakness support this play.
RF  Jac Caglianone,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.76,0.0,0.76,OVER,Targeting RF  Jac Caglianone OVER 0.0 H. Model projects 0.8 (0.76 edge). Recent trends and opponent weakness support this play.
SS  Mookie Betts,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.76,0.0,0.76,OVER,"Marginal +EV opportunity: SS  Mookie Betts is projected for 0.8 H vs a line of 0.0, giving a OVER edge of 0.76. Based on recent form, opponent matchup, and game context."
1B  Jake Burger,Texas Rangers,mlb,H,Seattle_Mariners_at_Texas_Rangers,0.76,0.0,0.76,OVER,"Marginal +EV opportunity: 1B  Jake Burger is projected for 0.8 H vs a line of 0.0, giving a OVER edge of 0.76. Based on recent form, opponent matchup, and game context."
RF  Nathan Lukes,Toronto Blue Jays,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.76,0.0,0.76,OVER,"Marginal +EV opportunity: RF  Nathan Lukes is projected for 0.8 H vs a line of 0.0, giving a OVER edge of 0.76. Based on recent form, opponent matchup, and game context."
3B  Denzer Guzman,Los Angeles Angels,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.75,0.0,0.75,OVER,"Marginal +EV opportunity: 3B  Denzer Guzman is projected for 0.8 H vs a line of 0.0, giving a OVER edge of 0.75. Based on recent form, opponent matchup, and game context."
1B  Paul Goldschmidt,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.74,0.0,0.74,OVER,Targeting 1B  Paul Goldschmidt OVER 0.0 H. Model projects 0.7 (0.74 edge). Recent trends and opponent weakness support this play.
LF  Kyle Stowers,Miami Marlins,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.74,0.0,0.74,OVER,Targeting LF  Kyle Stowers OVER 0.0 H. Model projects 0.7 (0.74 edge). Recent trends and opponent weakness support this play.
2B  Cole Young,Seattle Mariners,mlb,H,Seattle_Mariners_at_Texas_Rangers,0.74,0.0,0.74,OVER,Targeting 2B  Cole Young OVER 0.0 H. Model projects 0.7 (0.74 edge). Recent trends and opponent weakness support this play.
2B  Nicky Lopez,Texas Rangers,mlb,H,Seattle_Mariners_at_Texas_Rangers,0.74,0.0,0.74,OVER,Targeting 2B  Nicky Lopez OVER 0.0 H. Model projects 0.7 (0.74 edge). Recent trends and opponent weakness support this play.
DH  George Springer,Toronto Blue Jays,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.74,0.0,0.74,OVER,"Marginal +EV opportunity: DH  George Springer is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.74. Based on recent form, opponent matchup, and game context."
2B  Anthony Seigler,Boston Red Sox,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.74,0.0,0.74,OVER,"Marginal +EV opportunity: 2B  Anthony Seigler is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.74. Based on recent form, opponent matchup, and game context."
LF  Wade Meckler,Los Angeles Angels,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.73,0.0,0.73,OVER,LF  Wade Meckler shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.73. Marginal conviction based on usage rate and defensive matchup.
C   Francisco Alvarez,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.73,0.0,0.73,OVER,C   Francisco Alvarez shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.73. Marginal conviction based on usage rate and defensive matchup.
3B  Alec Bohm,Philadelphia Phillies,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.73,0.0,0.73,OVER,3B  Alec Bohm shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.73. Marginal conviction based on usage rate and defensive matchup.
3B  Max Muncy,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.72,0.0,0.72,OVER,3B  Max Muncy shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.72. Marginal conviction based on usage rate and defensive matchup.
CF  Jackson Merrill,San Diego Padres,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.72,0.0,0.72,OVER,Targeting CF  Jackson Merrill OVER 0.0 H. Model projects 0.7 (0.72 edge). Recent trends and opponent weakness support this play.
SS  Colson Montgomery,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.71,0.0,0.71,OVER,"Marginal +EV opportunity: SS  Colson Montgomery is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.71. Based on recent form, opponent matchup, and game context."
1B  Vinnie Pasquantino,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.71,0.0,0.71,OVER,Targeting 1B  Vinnie Pasquantino OVER 0.0 H. Model projects 0.7 (0.71 edge). Recent trends and opponent weakness support this play.
RF  Kyle Tucker,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.71,0.0,0.71,OVER,"Marginal +EV opportunity: RF  Kyle Tucker is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.71. Based on recent form, opponent matchup, and game context."
LF  Teoscar Hernández,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.71,0.0,0.71,OVER,LF  Teoscar Hernández shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.71. Marginal conviction based on usage rate and defensive matchup.
RF  Jasson Domínguez,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.71,0.0,0.71,OVER,"Marginal +EV opportunity: RF  Jasson Domínguez is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.71. Based on recent form, opponent matchup, and game context."
1B  Munetaka Murakami,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.7,0.0,0.7,OVER,1B  Munetaka Murakami shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.70. Marginal conviction based on usage rate and defensive matchup.
1B  Munetaka Murakami,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.7,0.0,0.7,OVER,Targeting 1B  Munetaka Murakami OVER 0.0 BB. Model projects 0.7 (0.70 edge). Recent trends and opponent weakness support this play.
C   Carter Jensen,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.7,0.0,0.7,OVER,C   Carter Jensen shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.70. Marginal conviction based on usage rate and defensive matchup.
CF  Mike Trout,Los Angeles Angels,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.7,0.0,0.7,OVER,Targeting CF  Mike Trout OVER 0.0 H. Model projects 0.7 (0.70 edge). Recent trends and opponent weakness support this play.
CF  Mike Trout,Los Angeles Angels,mlb,BB,Los_Angeles_Angels_at_San_Francisco_Giants,0.7,0.0,0.7,OVER,"Marginal +EV opportunity: CF  Mike Trout is projected for 0.7 BB vs a line of 0.0, giving a OVER edge of 0.70. Based on recent form, opponent matchup, and game context."
2B  Vaughn Grissom,Los Angeles Angels,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.7,0.0,0.7,OVER,Targeting 2B  Vaughn Grissom OVER 0.0 H. Model projects 0.7 (0.70 edge). Recent trends and opponent weakness support this play.
1B  Ty France,San Diego Padres,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.7,0.0,0.7,OVER,1B  Ty France shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.70. Marginal conviction based on usage rate and defensive matchup.
3B  Javier Sanoja,Miami Marlins,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.7,0.0,0.7,OVER,Targeting 3B  Javier Sanoja OVER 0.0 H. Model projects 0.7 (0.70 edge). Recent trends and opponent weakness support this play.
CF  Tristan Peters,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.69,0.0,0.69,OVER,Targeting CF  Tristan Peters OVER 0.0 H. Model projects 0.7 (0.69 edge). Recent trends and opponent weakness support this play.
DH  Masataka Yoshida,Boston Red Sox,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.69,0.0,0.69,OVER,"Marginal +EV opportunity: DH  Masataka Yoshida is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.69. Based on recent form, opponent matchup, and game context."
2B  Michael Massey,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.68,0.0,0.68,OVER,2B  Michael Massey shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.68. Marginal conviction based on usage rate and defensive matchup.
DH  Salvador Perez,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.68,0.0,0.68,OVER,DH  Salvador Perez shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.68. Marginal conviction based on usage rate and defensive matchup.
3B  Caleb Durbin,Boston Red Sox,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.68,0.0,0.68,OVER,"Marginal +EV opportunity: 3B  Caleb Durbin is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.68. Based on recent form, opponent matchup, and game context."
SS  José Caballero,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.67,0.0,0.67,OVER,SS  José Caballero shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.67. Marginal conviction based on usage rate and defensive matchup.
LF  Heriberto Hernández,Miami Marlins,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.67,0.0,0.67,OVER,"Marginal +EV opportunity: LF  Heriberto Hernández is projected for 0.7 H vs a line of 0.0, giving a OVER edge of 0.67. Based on recent form, opponent matchup, and game context."
3B  Kazuma Okamoto,Toronto Blue Jays,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.67,0.0,0.67,OVER,Targeting 3B  Kazuma Okamoto OVER 0.0 H. Model projects 0.7 (0.67 edge). Recent trends and opponent weakness support this play.
2B  Marcus Semien,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.66,0.0,0.66,OVER,2B  Marcus Semien shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.66. Marginal conviction based on usage rate and defensive matchup.
2B  Jazz Chisholm Jr.,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.66,0.0,0.66,OVER,Targeting 2B  Jazz Chisholm Jr. OVER 0.0 H. Model projects 0.7 (0.66 edge). Recent trends and opponent weakness support this play.
CF  Justin Crawford,Philadelphia Phillies,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.66,0.0,0.66,OVER,CF  Justin Crawford shows OVER value at 0.0 H. TC projection: 0.7 — edge: 0.66. Marginal conviction based on usage rate and defensive matchup.
CF  Daulton Varsho,Toronto Blue Jays,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.66,0.0,0.66,OVER,Targeting CF  Daulton Varsho OVER 0.0 H. Model projects 0.7 (0.66 edge). Recent trends and opponent weakness support this play.
LF  Yohendrick Piñango,Toronto Blue Jays,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.66,0.0,0.66,OVER,Targeting LF  Yohendrick Piñango OVER 0.0 H. Model projects 0.7 (0.66 edge). Recent trends and opponent weakness support this play.
1B  Munetaka Murakami,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.64,0.0,0.64,OVER,Targeting 1B  Munetaka Murakami OVER 0.0 R. Model projects 0.6 (0.64 edge). Recent trends and opponent weakness support this play.
LF  Isaac Collins,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.64,0.0,0.64,OVER,Targeting LF  Isaac Collins OVER 0.0 H. Model projects 0.6 (0.64 edge). Recent trends and opponent weakness support this play.
LF  Juan Soto,New York Mets,mlb,BB,Los_Angeles_Dodgers_at_New_York_Mets,0.64,0.0,0.64,OVER,"Marginal +EV opportunity: LF  Juan Soto is projected for 0.6 BB vs a line of 0.0, giving a OVER edge of 0.64. Based on recent form, opponent matchup, and game context."
CF  Luis Robert Jr.,New York Mets,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.64,0.0,0.64,OVER,CF  Luis Robert Jr. shows OVER value at 0.0 H. TC projection: 0.6 — edge: 0.64. Marginal conviction based on usage rate and defensive matchup.
CF  Trent Grisham,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.64,0.0,0.64,OVER,Targeting CF  Trent Grisham OVER 0.0 H. Model projects 0.6 (0.64 edge). Recent trends and opponent weakness support this play.
SS  Xander Bogaerts,San Diego Padres,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.64,0.0,0.64,OVER,"Marginal +EV opportunity: SS  Xander Bogaerts is projected for 0.6 H vs a line of 0.0, giving a OVER edge of 0.64. Based on recent form, opponent matchup, and game context."
SS  J.P. Crawford,Seattle Mariners,mlb,H,Seattle_Mariners_at_Texas_Rangers,0.64,0.0,0.64,OVER,"Marginal +EV opportunity: SS  J.P. Crawford is projected for 0.6 H vs a line of 0.0, giving a OVER edge of 0.64. Based on recent form, opponent matchup, and game context."
LF  Jarren Duran,Boston Red Sox,mlb,H,Toronto_Blue_Jays_at_Boston_Red_Sox,0.64,0.0,0.64,OVER,"Marginal +EV opportunity: LF  Jarren Duran is projected for 0.6 H vs a line of 0.0, giving a OVER edge of 0.64. Based on recent form, opponent matchup, and game context."
2B  Hao-Yu Lee,Detroit Tigers,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.63,0.0,0.63,OVER,Targeting 2B  Hao-Yu Lee OVER 0.0 H. Model projects 0.6 (0.63 edge). Recent trends and opponent weakness support this play.
C   Daniel Susac,San Francisco Giants,mlb,H,Los_Angeles_Angels_at_San_Francisco_Giants,0.63,0.0,0.63,OVER,C   Daniel Susac shows OVER value at 0.0 H. TC projection: 0.6 — edge: 0.63. Marginal conviction based on usage rate and defensive matchup.
C   J.T. Realmuto,Philadelphia Phillies,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.63,0.0,0.63,OVER,"Marginal +EV opportunity: C   J.T. Realmuto is projected for 0.6 H vs a line of 0.0, giving a OVER edge of 0.63. Based on recent form, opponent matchup, and game context."
LF  Griffin Conine,Miami Marlins,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.63,0.0,0.63,OVER,Targeting LF  Griffin Conine OVER 0.0 H. Model projects 0.6 (0.63 edge). Recent trends and opponent weakness support this play.
3B  Nick Loftin,Kansas City Royals,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.62,0.0,0.62,OVER,"Marginal +EV opportunity: 3B  Nick Loftin is projected for 0.6 H vs a line of 0.0, giving a OVER edge of 0.62. Based on recent form, opponent matchup, and game context."
3B  Colt Keith,Detroit Tigers,mlb,H,Kansas_City_Royals_at_Detroit_Tigers,0.62,0.0,0.62,OVER,3B  Colt Keith shows OVER value at 0.0 H. TC projection: 0.6 — edge: 0.62. Marginal conviction based on usage rate and defensive matchup.
