date,league,matchup,team,player,role,status,stat,direction,market_line,tc_projection,tc_target,edge,threshold,raw_average,source,actual,result
2026-07-07,MLB,CHC@BAL,CHC,Colin Rea,,ACTIVE,strikeouts,UNDER,4.4,1.1,,-3.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Colin Rea,,ACTIVE,earned_runs,OVER,2.4,4.9,,2.5,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Gunnar Henderson,,ACTIVE,total_bases,UNDER,2.4,1.2,,-1.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Colin Rea,,ACTIVE,hits_allowed,OVER,5.4,6.5,,1.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Nico Hoerner,,ACTIVE,hits,UNDER,1.5,0.4,,-1.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Samuel Basallo,,ACTIVE,hits,UNDER,1.5,0.4,,-1.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Pete Alonso,,ACTIVE,total_bases,UNDER,2.4,1.4,,-1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Carson Kelly,,ACTIVE,total_bases,UNDER,1.5,0.6,,-0.9,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Adley Rutschman,,ACTIVE,hits,UNDER,1.5,0.6,,-0.9,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Pete Crow-Armstrong,,ACTIVE,total_bases,UNDER,2.4,1.7,,-0.7,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Dansby Swanson,,ACTIVE,total_bases,UNDER,1.5,0.8,,-0.7,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Seiya Suzuki,,ACTIVE,hits,UNDER,1.5,0.8,,-0.7,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Taylor Ward,,ACTIVE,hits,UNDER,1.5,0.8,,-0.7,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Gunnar Henderson,,ACTIVE,hits,UNDER,1.5,0.8,,-0.7,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Michael Conforto,,ACTIVE,total_bases,UNDER,1.5,0.9,,-0.6,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Blaze Alexander,,ACTIVE,hits,OVER,0.5,1.1,,0.6,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Blaze Alexander,,ACTIVE,total_bases,UNDER,1.5,0.9,,-0.6,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Adley Rutschman,,ACTIVE,rbi,OVER,0.5,1.1,,0.6,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Seiya Suzuki,,ACTIVE,rbi,OVER,0.5,1,,0.5,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Colton Cowser,,ACTIVE,total_bases,UNDER,1.5,1,,-0.5,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Pete Alonso,,ACTIVE,rbi,OVER,0.5,1,,0.5,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Alex Bregman,,ACTIVE,hits,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Alex Bregman,,ACTIVE,total_bases,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Carson Kelly,,ACTIVE,rbi,UNDER,0.5,0.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Michael Busch,,ACTIVE,total_bases,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Nico Hoerner,,ACTIVE,rbi,UNDER,0.5,0.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Taylor Ward,,ACTIVE,total_bases,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Colton Cowser,,ACTIVE,rbi,UNDER,0.5,0.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Jackson Holliday,,ACTIVE,total_bases,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Leody Taveras,,ACTIVE,total_bases,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Pete Alonso,,ACTIVE,hits,UNDER,1.5,1.1,,-0.4,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Michael Busch,,ACTIVE,hits,OVER,0.5,0.8,,0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Seiya Suzuki,,ACTIVE,total_bases,UNDER,1.5,1.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Nico Hoerner,,ACTIVE,total_bases,UNDER,1.5,1.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Colton Cowser,,ACTIVE,hits,UNDER,0.5,0.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Jackson Holliday,,ACTIVE,runs,UNDER,0.5,0.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Leody Taveras,,ACTIVE,hits,OVER,0.5,0.8,,0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Samuel Basallo,,ACTIVE,total_bases,UNDER,1.5,1.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Gunnar Henderson,,ACTIVE,rbi,UNDER,0.5,0.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Adley Rutschman,,ACTIVE,total_bases,UNDER,1.5,1.2,,-0.3,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Pete Crow-Armstrong,,ACTIVE,runs,OVER,0.5,0.7,,0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Carson Kelly,,ACTIVE,hits,UNDER,0.5,0.3,,-0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Carson Kelly,,ACTIVE,runs,UNDER,0.5,0.3,,-0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Michael Busch,,ACTIVE,rbi,OVER,0.5,0.7,,0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Blaze Alexander,,ACTIVE,rbi,UNDER,0.5,0.3,,-0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Blaze Alexander,,ACTIVE,runs,UNDER,0.5,0.3,,-0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Samuel Basallo,,ACTIVE,runs,UNDER,0.5,0.3,,-0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Pete Alonso,,ACTIVE,runs,OVER,0.5,0.7,,0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,BAL,Adley Rutschman,,ACTIVE,runs,UNDER,0.5,0.3,,-0.2,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Pete Crow-Armstrong,,ACTIVE,hits,OVER,1.5,1.6,,0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Pete Crow-Armstrong,,ACTIVE,rbi,UNDER,0.5,0.4,,-0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Alex Bregman,,ACTIVE,rbi,UNDER,0.5,0.4,,-0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Ian Happ,,ACTIVE,hits,UNDER,0.5,0.4,,-0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Ian Happ,,ACTIVE,rbi,UNDER,0.5,0.4,,-0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Ian Happ,,ACTIVE,total_bases,OVER,1.5,1.6,,0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Ian Happ,,ACTIVE,runs,OVER,0.5,0.6,,0.1,,,sdio_lines,,PENDING
2026-07-07,MLB,CHC@BAL,CHC,Dansby Swanson,,ACTIVE,hits,UNDER,0.5,0.4,,-0.1,,,sdio_lines,,PENDING
